"","name","setCode","rarity"
"22080","Crook of Condemnation","HOU","uncommon"
"22081","Dagger of the Worthy","HOU","uncommon"
"22082","God-Pharaoh's Gift","HOU","rare"
"22083","Graven Abomination","HOU","common"
"22084","Hollow One","HOU","rare"
"22085","Manalith","HOU","common"
"22086","Mirage Mirror","HOU","rare"
"22087","Sunset Pyramid","HOU","uncommon"
"22088","Traveler's Amulet","HOU","common"
"22089","Wall of Forgotten Pharaohs","HOU","common"
"22090","Crypt of the Eternals","HOU","uncommon"
"22091","Desert of the Fervent","HOU","common"
"22092","Desert of the Glorified","HOU","common"
"22093","Desert of the Indomitable","HOU","common"
"22094","Desert of the Mindful","HOU","common"
"22095","Desert of the True","HOU","common"
"22096","Dunes of the Dead","HOU","uncommon"
"22097","Endless Sands","HOU","rare"
"22098","Hashep Oasis","HOU","uncommon"
"22099","Hostile Desert","HOU","rare"
"22100","Ifnir Deadlands","HOU","uncommon"
"22101","Ipnu Rivulet","HOU","uncommon"
"22102","Ramunap Ruins","HOU","uncommon"
"22103","Scavenger Grounds","HOU","rare"
"22104","Shefet Dunes","HOU","uncommon"
"22105","Survivors' Encampment","HOU","common"
"22106","Plains","HOU","common"
"22107","Island","HOU","common"
"22108","Swamp","HOU","common"
"22109","Mountain","HOU","common"
"22110","Forest","HOU","common"
"22111","Nissa, Genesis Mage","HOU","mythic"
"22112","Avid Reclaimer","HOU","uncommon"
"22113","Brambleweft Behemoth","HOU","common"
"22114","Nissa's Encouragement","HOU","rare"
"22115","Woodland Stream","HOU","common"
"22116","Nicol Bolas, the Deceiver","HOU","mythic"
"22117","Wasp of the Bitter End","HOU","uncommon"
"22118","Zealot of the God-Pharaoh","HOU","common"
"22119","Visage of Bolas","HOU","rare"
"22120","Cinder Barrens","HOU","common"
"22121","Chandra, Gremlin Wrangler","HTR16","mythic"
"22122","Dungeon Master","HTR16","mythic"
"22123","Nira, Hellkite Duelist","HTR16","mythic"
"22124","Diabolical Salvation","HTR17","mythic"
"22125","Inzerva, Master of Insights","HTR17","mythic"
"22126","M'Odo, the Gnarled Oracle","HTR17","mythic"
"22127","Kharis & The Beholder","HTR18","mythic"
"22128","Optimus Prime, Inspiring Leader","HTR18","mythic"
"22129","Sol, Advocate Eternal","HTR18","mythic"
"22130","The Legend of Arena","HTR18","mythic"
"22131","Collectigull // Only the Best","HTR19","mythic"
"22132","Keeper of the Secret Lair","HTR19","mythic"
"22133","War of the Spark","HTR19","mythic"
"22134","Champions of Archery // Join the Group","HTR19","mythic"
"22135","Myntasha, Honored One","HTR19","mythic"
"22136","The Cinematic Phoenix","HTR19","mythic"
"22137","Fabled Path of Searo Point","HTR19","mythic"
"22138","Euroakus","HTR20","mythic"
"22139","Mountain Mover","HTR20","mythic"
"22140","The Secret Lair","HTR20","mythic"
"22141","Adarkar Unicorn","ICE","common"
"22142","Arctic Foxes","ICE","common"
"22143","Arenson's Aura","ICE","common"
"22144","Armor of Faith","ICE","common"
"22145","Battle Cry","ICE","uncommon"
"22146","Black Scarab","ICE","uncommon"
"22147","Blessed Wine","ICE","common"
"22148","Blinking Spirit","ICE","rare"
"22149","Blue Scarab","ICE","uncommon"
"22150","Call to Arms","ICE","rare"
"22151","Caribou Range","ICE","rare"
"22152","Circle of Protection: Black","ICE","common"
"22153","Circle of Protection: Blue","ICE","common"
"22154","Circle of Protection: Green","ICE","common"
"22155","Circle of Protection: Red","ICE","common"
"22156","Circle of Protection: White","ICE","common"
"22157","Cold Snap","ICE","uncommon"
"22158","Cooperation","ICE","common"
"22159","Death Ward","ICE","common"
"22160","Disenchant","ICE","common"
"22161","Drought","ICE","uncommon"
"22162","Elvish Healer","ICE","common"
"22163","Enduring Renewal","ICE","rare"
"22164","Energy Storm","ICE","rare"
"22165","Formation","ICE","rare"
"22166","Fylgja","ICE","common"
"22167","General Jarkeld","ICE","rare"
"22168","Green Scarab","ICE","uncommon"
"22169","Hallowed Ground","ICE","uncommon"
"22170","Heal","ICE","common"
"22171","Hipparion","ICE","uncommon"
"22172","Justice","ICE","uncommon"
"22173","Kelsinko Ranger","ICE","common"
"22174","Kjeldoran Elite Guard","ICE","uncommon"
"22175","Kjeldoran Guard","ICE","common"
"22176","Kjeldoran Knight","ICE","rare"
"22177","Kjeldoran Phalanx","ICE","rare"
"22178","Kjeldoran Royal Guard","ICE","rare"
"22179","Kjeldoran Skycaptain","ICE","uncommon"
"22180","Kjeldoran Skyknight","ICE","common"
"22181","Kjeldoran Warrior","ICE","common"
"22182","Lightning Blow","ICE","rare"
"22183","Lost Order of Jarkeld","ICE","rare"
"22184","Mercenaries","ICE","rare"
"22185","Order of the Sacred Torch","ICE","rare"
"22186","Order of the White Shield","ICE","uncommon"
"22187","Prismatic Ward","ICE","common"
"22188","Rally","ICE","common"
"22189","Red Scarab","ICE","uncommon"
"22190","Sacred Boon","ICE","uncommon"
"22191","Seraph","ICE","rare"
"22192","Shield Bearer","ICE","common"
"22193","Snow Hound","ICE","uncommon"
"22194","Swords to Plowshares","ICE","uncommon"
"22195","Warning","ICE","common"
"22196","White Scarab","ICE","uncommon"
"22197","Arnjlot's Ascent","ICE","common"
"22198","Balduvian Conjurer","ICE","uncommon"
"22199","Balduvian Shaman","ICE","common"
"22200","Binding Grasp","ICE","uncommon"
"22201","Brainstorm","ICE","common"
"22202","Breath of Dreams","ICE","uncommon"
"22203","Clairvoyance","ICE","common"
"22204","Counterspell","ICE","common"
"22205","Deflection","ICE","rare"
"22206","Dreams of the Dead","ICE","uncommon"
"22207","Enervate","ICE","common"
"22208","Errant Minion","ICE","common"
"22209","Essence Flare","ICE","common"
"22210","Force Void","ICE","uncommon"
"22211","Glacial Wall","ICE","uncommon"
"22212","Hydroblast","ICE","common"
"22213","Iceberg","ICE","uncommon"
"22214","Icy Prison","ICE","rare"
"22215","Illusionary Forces","ICE","common"
"22216","Illusionary Presence","ICE","rare"
"22217","Illusionary Terrain","ICE","uncommon"
"22218","Illusionary Wall","ICE","common"
"22219","Illusions of Grandeur","ICE","rare"
"22220","Infuse","ICE","common"
"22221","Krovikan Sorcerer","ICE","common"
"22222","Magus of the Unseen","ICE","rare"
"22223","Mesmeric Trance","ICE","rare"
"22224","Mistfolk","ICE","common"
"22225","Musician","ICE","rare"
"22226","Mystic Might","ICE","rare"
"22227","Mystic Remora","ICE","common"
"22228","Phantasmal Mount","ICE","uncommon"
"22229","Polar Kraken","ICE","rare"
"22230","Portent","ICE","common"
"22231","Power Sink","ICE","common"
"22232","Ray of Command","ICE","common"
"22233","Ray of Erasure","ICE","common"
"22234","Reality Twist","ICE","rare"
"22235","Sea Spirit","ICE","uncommon"
"22236","Shyft","ICE","rare"
"22237","Sibilant Spirit","ICE","rare"
"22238","Silver Erne","ICE","uncommon"
"22239","Sleight of Mind","ICE","uncommon"
"22240","Snow Devil","ICE","common"
"22241","Snowfall","ICE","common"
"22242","Soldevi Machinist","ICE","uncommon"
"22243","Soul Barrier","ICE","uncommon"
"22244","Thunder Wall","ICE","uncommon"
"22245","Updraft","ICE","uncommon"
"22246","Wind Spirit","ICE","uncommon"
"22247","Winter's Chill","ICE","rare"
"22248","Word of Undoing","ICE","common"
"22249","Wrath of Marit Lage","ICE","rare"
"22250","Zur's Weirding","ICE","rare"
"22251","Zuran Enchanter","ICE","common"
"22252","Zuran Spellcaster","ICE","common"
"22253","Abyssal Specter","ICE","uncommon"
"22254","Ashen Ghoul","ICE","uncommon"
"22255","Brine Shaman","ICE","common"
"22256","Burnt Offering","ICE","common"
"22257","Cloak of Confusion","ICE","common"
"22258","Dance of the Dead","ICE","uncommon"
"22259","Dark Banishing","ICE","common"
"22260","Dark Ritual","ICE","common"
"22261","Demonic Consultation","ICE","uncommon"
"22262","Dread Wight","ICE","rare"
"22263","Drift of the Dead","ICE","uncommon"
"22264","Fear","ICE","common"
"22265","Flow of Maggots","ICE","rare"
"22266","Foul Familiar","ICE","common"
"22267","Gangrenous Zombies","ICE","common"
"22268","Gaze of Pain","ICE","common"
"22269","Gravebind","ICE","rare"
"22270","Hecatomb","ICE","rare"
"22271","Hoar Shade","ICE","common"
"22272","Howl from Beyond","ICE","common"
"22273","Hyalopterous Lemure","ICE","uncommon"
"22274","Icequake","ICE","uncommon"
"22275","Infernal Darkness","ICE","rare"
"22276","Infernal Denizen","ICE","rare"
"22277","Kjeldoran Dead","ICE","common"
"22278","Knight of Stromgald","ICE","uncommon"
"22279","Krovikan Elementalist","ICE","uncommon"
"22280","Krovikan Fetish","ICE","common"
"22281","Krovikan Vampire","ICE","uncommon"
"22282","Legions of Lim-Dûl","ICE","common"
"22283","Leshrac's Rite","ICE","uncommon"
"22284","Leshrac's Sigil","ICE","uncommon"
"22285","Lim-Dûl's Cohort","ICE","common"
"22286","Lim-Dûl's Hex","ICE","uncommon"
"22287","Mind Ravel","ICE","common"
"22288","Mind Warp","ICE","uncommon"
"22289","Mind Whip","ICE","rare"
"22290","Minion of Leshrac","ICE","rare"
"22291","Minion of Tevesh Szat","ICE","rare"
"22292","Mole Worms","ICE","uncommon"
"22293","Moor Fiend","ICE","common"
"22294","Necropotence","ICE","rare"
"22295","Norritt","ICE","common"
"22296","Oath of Lim-Dûl","ICE","rare"
"22297","Pestilence Rats","ICE","common"
"22298","Pox","ICE","rare"
"22299","Seizures","ICE","common"
"22300","Songs of the Damned","ICE","common"
"22301","Soul Burn","ICE","common"
"22302","Soul Kiss","ICE","common"
"22303","Spoils of Evil","ICE","rare"
"22304","Spoils of War","ICE","rare"
"22305","Stench of Evil","ICE","uncommon"
"22306","Stromgald Cabal","ICE","rare"
"22307","Touch of Death","ICE","common"
"22308","Withering Wisps","ICE","uncommon"
"22309","Aggression","ICE","uncommon"
"22310","Anarchy","ICE","uncommon"
"22311","Avalanche","ICE","uncommon"
"22312","Balduvian Barbarians","ICE","common"
"22313","Balduvian Hydra","ICE","rare"
"22314","Barbarian Guides","ICE","common"
"22315","Battle Frenzy","ICE","common"
"22316","Bone Shaman","ICE","common"
"22317","Brand of Ill Omen","ICE","rare"
"22318","Chaos Lord","ICE","rare"
"22319","Chaos Moon","ICE","rare"
"22320","Conquer","ICE","uncommon"
"22321","Curse of Marit Lage","ICE","rare"
"22322","Dwarven Armory","ICE","rare"
"22323","Errantry","ICE","common"
"22324","Flame Spirit","ICE","uncommon"
"22325","Flare","ICE","common"
"22326","Game of Chaos","ICE","rare"
"22327","Glacial Crevasses","ICE","rare"
"22328","Goblin Mutant","ICE","uncommon"
"22329","Goblin Sappers","ICE","common"
"22330","Goblin Ski Patrol","ICE","common"
"22331","Goblin Snowman","ICE","uncommon"
"22332","Grizzled Wolverine","ICE","common"
"22333","Imposing Visage","ICE","common"
"22334","Incinerate","ICE","common"
"22335","Jokulhaups","ICE","rare"
"22336","Karplusan Giant","ICE","uncommon"
"22337","Karplusan Yeti","ICE","rare"
"22338","Lava Burst","ICE","common"
"22339","Márton Stromgald","ICE","rare"
"22340","Melee","ICE","uncommon"
"22341","Melting","ICE","uncommon"
"22342","Meteor Shower","ICE","common"
"22343","Mountain Goat","ICE","common"
"22344","Mudslide","ICE","rare"
"22345","Orcish Cannoneers","ICE","uncommon"
"22346","Orcish Conscripts","ICE","common"
"22347","Orcish Farmer","ICE","common"
"22348","Orcish Healer","ICE","uncommon"
"22349","Orcish Librarian","ICE","rare"
"22350","Orcish Lumberjack","ICE","common"
"22351","Orcish Squatters","ICE","rare"
"22352","Panic","ICE","common"
"22353","Pyroblast","ICE","common"
"22354","Pyroclasm","ICE","uncommon"
"22355","Sabretooth Tiger","ICE","common"
"22356","Shatter","ICE","common"
"22357","Stone Rain","ICE","common"
"22358","Stone Spirit","ICE","uncommon"
"22359","Stonehands","ICE","common"
"22360","Tor Giant","ICE","common"
"22361","Total War","ICE","rare"
"22362","Vertigo","ICE","uncommon"
"22363","Wall of Lava","ICE","uncommon"
"22364","Word of Blasting","ICE","uncommon"
"22365","Aurochs","ICE","common"
"22366","Balduvian Bears","ICE","common"
"22367","Blizzard","ICE","rare"
"22368","Brown Ouphe","ICE","common"
"22369","Chub Toad","ICE","common"
"22370","Dire Wolves","ICE","common"
"22371","Earthlore","ICE","common"
"22372","Elder Druid","ICE","rare"
"22373","Essence Filter","ICE","common"
"22374","Fanatical Fever","ICE","uncommon"
"22375","Folk of the Pines","ICE","common"
"22376","Forbidden Lore","ICE","rare"
"22377","Forgotten Lore","ICE","uncommon"
"22378","Foxfire","ICE","common"
"22379","Freyalise Supplicant","ICE","uncommon"
"22380","Freyalise's Charm","ICE","uncommon"
"22381","Freyalise's Winds","ICE","rare"
"22382","Fyndhorn Brownie","ICE","common"
"22383","Fyndhorn Elder","ICE","uncommon"
"22384","Fyndhorn Elves","ICE","common"
"22385","Fyndhorn Pollen","ICE","rare"
"22386","Giant Growth","ICE","common"
"22387","Gorilla Pack","ICE","common"
"22388","Hot Springs","ICE","rare"
"22389","Hurricane","ICE","uncommon"
"22390","Johtull Wurm","ICE","uncommon"
"22391","Juniper Order Druid","ICE","common"
"22392","Lhurgoyf","ICE","rare"
"22393","Lure","ICE","uncommon"
"22394","Maddening Wind","ICE","uncommon"
"22395","Nature's Lore","ICE","uncommon"
"22396","Pale Bears","ICE","rare"
"22397","Pygmy Allosaurus","ICE","rare"
"22398","Pyknite","ICE","common"
"22399","Regeneration","ICE","common"
"22400","Rime Dryad","ICE","common"
"22401","Ritual of Subdual","ICE","rare"
"22402","Scaled Wurm","ICE","common"
"22403","Shambling Strider","ICE","common"
"22404","Snowblind","ICE","rare"
"22405","Stampede","ICE","rare"
"22406","Stunted Growth","ICE","rare"
"22407","Tarpan","ICE","common"
"22408","Thermokarst","ICE","uncommon"
"22409","Thoughtleech","ICE","uncommon"
"22410","Tinder Wall","ICE","common"
"22411","Touch of Vitae","ICE","uncommon"
"22412","Trailblazer","ICE","rare"
"22413","Venomous Breath","ICE","uncommon"
"22414","Wall of Pine Needles","ICE","uncommon"
"22415","Whiteout","ICE","uncommon"
"22416","Wiitigo","ICE","rare"
"22417","Wild Growth","ICE","common"
"22418","Woolly Mammoths","ICE","common"
"22419","Woolly Spider","ICE","common"
"22420","Yavimaya Gnats","ICE","uncommon"
"22421","Altar of Bone","ICE","rare"
"22422","Centaur Archer","ICE","uncommon"
"22423","Chromatic Armor","ICE","rare"
"22424","Diabolic Vision","ICE","uncommon"
"22425","Earthlink","ICE","rare"
"22426","Elemental Augury","ICE","rare"
"22427","Essence Vortex","ICE","uncommon"
"22428","Fiery Justice","ICE","rare"
"22429","Fire Covenant","ICE","uncommon"
"22430","Flooded Woodlands","ICE","rare"
"22431","Fumarole","ICE","uncommon"
"22432","Ghostly Flame","ICE","rare"
"22433","Giant Trap Door Spider","ICE","uncommon"
"22434","Glaciers","ICE","rare"
"22435","Hymn of Rebirth","ICE","uncommon"
"22436","Kjeldoran Frostbeast","ICE","uncommon"
"22437","Merieke Ri Berit","ICE","rare"
"22438","Monsoon","ICE","rare"
"22439","Mountain Titan","ICE","rare"
"22440","Reclamation","ICE","rare"
"22441","Skeleton Ship","ICE","rare"
"22442","Spectral Shield","ICE","uncommon"
"22443","Storm Spirit","ICE","rare"
"22444","Stormbind","ICE","rare"
"22445","Wings of Aesthir","ICE","uncommon"
"22446","Adarkar Sentinel","ICE","uncommon"
"22447","Aegis of the Meek","ICE","rare"
"22448","Amulet of Quoz","ICE","rare"
"22449","Arcum's Sleigh","ICE","uncommon"
"22450","Arcum's Weathervane","ICE","uncommon"
"22451","Arcum's Whistle","ICE","uncommon"
"22452","Barbed Sextant","ICE","common"
"22453","Baton of Morale","ICE","uncommon"
"22454","Celestial Sword","ICE","rare"
"22455","Crown of the Ages","ICE","rare"
"22456","Despotic Scepter","ICE","rare"
"22457","Elkin Bottle","ICE","rare"
"22458","Fyndhorn Bow","ICE","uncommon"
"22459","Goblin Lyre","ICE","rare"
"22460","Hematite Talisman","ICE","uncommon"
"22461","Ice Cauldron","ICE","rare"
"22462","Icy Manipulator","ICE","uncommon"
"22463","Infinite Hourglass","ICE","rare"
"22464","Jester's Cap","ICE","rare"
"22465","Jester's Mask","ICE","rare"
"22466","Jeweled Amulet","ICE","uncommon"
"22467","Lapis Lazuli Talisman","ICE","uncommon"
"22468","Malachite Talisman","ICE","uncommon"
"22469","Nacre Talisman","ICE","uncommon"
"22470","Naked Singularity","ICE","rare"
"22471","Onyx Talisman","ICE","uncommon"
"22472","Pentagram of the Ages","ICE","rare"
"22473","Pit Trap","ICE","uncommon"
"22474","Runed Arch","ICE","rare"
"22475","Shield of the Ages","ICE","uncommon"
"22476","Skull Catapult","ICE","uncommon"
"22477","Snow Fortress","ICE","rare"
"22478","Soldevi Golem","ICE","rare"
"22479","Soldevi Simulacrum","ICE","uncommon"
"22480","Staff of the Ages","ICE","rare"
"22481","Sunstone","ICE","uncommon"
"22482","Time Bomb","ICE","rare"
"22483","Urza's Bauble","ICE","uncommon"
"22484","Vexing Arcanix","ICE","rare"
"22485","Vibrating Sphere","ICE","rare"
"22486","Walking Wall","ICE","uncommon"
"22487","Wall of Shields","ICE","uncommon"
"22488","War Chariot","ICE","uncommon"
"22489","Whalebone Glider","ICE","uncommon"
"22490","Zuran Orb","ICE","uncommon"
"22491","Adarkar Wastes","ICE","rare"
"22492","Brushland","ICE","rare"
"22493","Glacial Chasm","ICE","uncommon"
"22494","Halls of Mist","ICE","rare"
"22495","Ice Floe","ICE","uncommon"
"22496","Karplusan Forest","ICE","rare"
"22497","Land Cap","ICE","rare"
"22498","Lava Tubes","ICE","rare"
"22499","River Delta","ICE","rare"
"22500","Sulfurous Springs","ICE","rare"
"22501","Timberline Ridge","ICE","rare"
"22502","Underground River","ICE","rare"
"22503","Veldt","ICE","rare"
"22504","Plains","ICE","common"
"22505","Snow-Covered Plains","ICE","common"
"22506","Island","ICE","common"
"22507","Snow-Covered Island","ICE","common"
"22508","Snow-Covered Swamp","ICE","common"
"22509","Swamp","ICE","common"
"22510","Mountain","ICE","common"
"22511","Snow-Covered Mountain","ICE","common"
"22512","Forest","ICE","common"
"22513","Snow-Covered Forest","ICE","common"
"22514","Adaptive Shimmerer","IKO","common"
"22515","Farfinder","IKO","common"
"22516","Mysterious Egg","IKO","common"
"22517","Blade Banish","IKO","common"
"22518","Checkpoint Officer","IKO","common"
"22519","Coordinated Charge","IKO","common"
"22520","Cubwarden","IKO","rare"
"22521","Daysquad Marshal","IKO","common"
"22522","Divine Arrow","IKO","common"
"22523","Drannith Healer","IKO","common"
"22524","Drannith Magistrate","IKO","rare"
"22525","Fight as One","IKO","uncommon"
"22526","Flourishing Fox","IKO","uncommon"
"22527","Garrison Cat","IKO","common"
"22528","Helica Glider","IKO","common"
"22529","Huntmaster Liger","IKO","uncommon"
"22530","Imposing Vantasaur","IKO","common"
"22531","Keensight Mentor","IKO","uncommon"
"22532","Lavabrink Venturer","IKO","rare"
"22533","Light of Hope","IKO","common"
"22534","Luminous Broodmoth","IKO","mythic"
"22535","Majestic Auricorn","IKO","uncommon"
"22536","Maned Serval","IKO","common"
"22537","Mythos of Snapdax","IKO","rare"
"22538","Pacifism","IKO","common"
"22539","Patagia Tiger","IKO","common"
"22540","Perimeter Sergeant","IKO","common"
"22541","Sanctuary Lockdown","IKO","uncommon"
"22542","Savai Sabertooth","IKO","common"
"22543","Snare Tactician","IKO","common"
"22544","Solid Footing","IKO","common"
"22545","Splendor Mare","IKO","uncommon"
"22546","Spontaneous Flight","IKO","common"
"22547","Stormwild Capridor","IKO","uncommon"
"22548","Swallow Whole","IKO","uncommon"
"22549","Valiant Rescuer","IKO","uncommon"
"22550","Vulpikeet","IKO","common"
"22551","Will of the All-Hunter","IKO","uncommon"
"22552","Aegis Turtle","IKO","common"
"22553","Anticipate","IKO","common"
"22554","Archipelagore","IKO","uncommon"
"22555","Avian Oddity","IKO","uncommon"
"22556","Boon of the Wish-Giver","IKO","uncommon"
"22557","Capture Sphere","IKO","common"
"22558","Convolute","IKO","common"
"22559","Crystacean","IKO","common"
"22560","Dreamtail Heron","IKO","common"
"22561","Escape Protocol","IKO","uncommon"
"22562","Essence Scatter","IKO","common"
"22563","Facet Reader","IKO","common"
"22564","Frost Lynx","IKO","common"
"22565","Frostveil Ambush","IKO","common"
"22566","Glimmerbell","IKO","common"
"22567","Gust of Wind","IKO","common"
"22568","Hampering Snare","IKO","common"
"22569","Keep Safe","IKO","common"
"22570","Mystic Subdual","IKO","uncommon"
"22571","Mythos of Illuna","IKO","rare"
"22572","Neutralize","IKO","uncommon"
"22573","Of One Mind","IKO","common"
"22574","Ominous Seas","IKO","uncommon"
"22575","Phase Dolphin","IKO","common"
"22576","Pollywog Symbiote","IKO","uncommon"
"22577","Pouncing Shoreshark","IKO","uncommon"
"22578","Reconnaissance Mission","IKO","uncommon"
"22579","Sea-Dasher Octopus","IKO","rare"
"22580","Shark Typhoon","IKO","rare"
"22581","Startling Development","IKO","common"
"22582","Thieving Otter","IKO","common"
"22583","Voracious Greatshark","IKO","rare"
"22584","Wingfold Pteron","IKO","common"
"22585","Wingspan Mentor","IKO","uncommon"
"22586","Bastion of Remembrance","IKO","uncommon"
"22587","Blitz Leech","IKO","common"
"22588","Blood Curdle","IKO","common"
"22589","Boot Nipper","IKO","common"
"22590","Bushmeat Poacher","IKO","common"
"22591","Call of the Death-Dweller","IKO","uncommon"
"22592","Cavern Whisperer","IKO","common"
"22593","Chittering Harvester","IKO","uncommon"
"22594","Corpse Churn","IKO","common"
"22595","Dark Bargain","IKO","common"
"22596","Dead Weight","IKO","common"
"22597","Dirge Bat","IKO","rare"
"22598","Durable Coilbug","IKO","common"
"22599","Duskfang Mentor","IKO","uncommon"
"22600","Easy Prey","IKO","uncommon"
"22601","Extinction Event","IKO","rare"
"22602","Gloom Pangolin","IKO","common"
"22603","Grimdancer","IKO","uncommon"
"22604","Heartless Act","IKO","uncommon"
"22605","Hunted Nightmare","IKO","rare"
"22606","Insatiable Hemophage","IKO","uncommon"
"22607","Lurking Deadeye","IKO","common"
"22608","Memory Leak","IKO","common"
"22609","Mutual Destruction","IKO","common"
"22610","Mythos of Nethroi","IKO","rare"
"22611","Nightsquad Commando","IKO","common"
"22612","Serrated Scorpion","IKO","common"
"22613","Suffocating Fumes","IKO","common"
"22614","Unbreakable Bond","IKO","uncommon"
"22615","Unexpected Fangs","IKO","common"
"22616","Unlikely Aid","IKO","common"
"22617","Void Beckoner","IKO","uncommon"
"22618","Whisper Squad","IKO","common"
"22619","Zagoth Mamba","IKO","uncommon"
"22620","Blazing Volley","IKO","common"
"22621","Blisterspit Gremlin","IKO","common"
"22622","Blitz of the Thunder-Raptor","IKO","uncommon"
"22623","Cathartic Reunion","IKO","common"
"22624","Clash of Titans","IKO","uncommon"
"22625","Cloudpiercer","IKO","common"
"22626","Drannith Stinger","IKO","common"
"22627","Everquill Phoenix","IKO","rare"
"22628","Ferocious Tigorilla","IKO","common"
"22629","Fire Prophecy","IKO","common"
"22630","Flame Spill","IKO","uncommon"
"22631","Footfall Crater","IKO","uncommon"
"22632","Forbidden Friendship","IKO","common"
"22633","Frenzied Raptor","IKO","common"
"22634","Frillscare Mentor","IKO","uncommon"
"22635","Go for Blood","IKO","common"
"22636","Heightened Reflexes","IKO","common"
"22637","Lava Serpent","IKO","common"
"22638","Lukka, Coppercoat Outcast","IKO","mythic"
"22639","Momentum Rumbler","IKO","uncommon"
"22640","Mythos of Vadrok","IKO","rare"
"22641","Porcuparrot","IKO","uncommon"
"22642","Prickly Marmoset","IKO","common"
"22643","Pyroceratops","IKO","common"
"22644","Raking Claws","IKO","common"
"22645","Reptilian Reflection","IKO","uncommon"
"22646","Rooting Moloch","IKO","uncommon"
"22647","Rumbling Rockslide","IKO","common"
"22648","Sanctuary Smasher","IKO","uncommon"
"22649","Shredded Sails","IKO","common"
"22650","Spelleater Wolverine","IKO","common"
"22651","Tentative Connection","IKO","common"
"22652","Unpredictable Cyclone","IKO","rare"
"22653","Weaponize the Monsters","IKO","uncommon"
"22654","Yidaro, Wandering Monster","IKO","rare"
"22655","Adventurous Impulse","IKO","common"
"22656","Almighty Brushwagg","IKO","common"
"22657","Auspicious Starrix","IKO","uncommon"
"22658","Barrier Breach","IKO","uncommon"
"22659","Bristling Boar","IKO","common"
"22660","Charge of the Forever-Beast","IKO","uncommon"
"22661","Colossification","IKO","rare"
"22662","Essence Symbiote","IKO","common"
"22663","Excavation Mole","IKO","common"
"22664","Exuberant Wolfbear","IKO","uncommon"
"22665","Fertilid","IKO","common"
"22666","Flycatcher Giraffid","IKO","common"
"22667","Fully Grown","IKO","common"
"22668","Gemrazer","IKO","rare"
"22669","Glowstone Recluse","IKO","uncommon"
"22670","Greater Sandwurm","IKO","common"
"22671","Honey Mammoth","IKO","common"
"22672","Hornbash Mentor","IKO","uncommon"
"22673","Humble Naturalist","IKO","common"
"22674","Ivy Elemental","IKO","uncommon"
"22675","Kogla, the Titan Ape","IKO","rare"
"22676","Lead the Stampede","IKO","uncommon"
"22677","Migration Path","IKO","uncommon"
"22678","Migratory Greathorn","IKO","common"
"22679","Monstrous Step","IKO","uncommon"
"22680","Mosscoat Goriak","IKO","common"
"22681","Mythos of Brokkos","IKO","rare"
"22682","Plummet","IKO","common"
"22683","Ram Through","IKO","common"
"22684","Sudden Spinnerets","IKO","common"
"22685","Survivors' Bond","IKO","common"
"22686","Thwart the Enemy","IKO","common"
"22687","Titanoth Rex","IKO","uncommon"
"22688","Vivien, Monsters' Advocate","IKO","mythic"
"22689","Wilt","IKO","common"
"22690","Back for More","IKO","uncommon"
"22691","Boneyard Lurker","IKO","uncommon"
"22692","Brokkos, Apex of Forever","IKO","mythic"
"22693","Channeled Force","IKO","uncommon"
"22694","Chevill, Bane of Monsters","IKO","mythic"
"22695","Death's Oasis","IKO","rare"
"22696","Dire Tactics","IKO","uncommon"
"22697","Eerie Ultimatum","IKO","rare"
"22698","Emergent Ultimatum","IKO","rare"
"22699","Frondland Felidar","IKO","rare"
"22700","General Kudro of Drannith","IKO","mythic"
"22701","General's Enforcer","IKO","uncommon"
"22702","Genesis Ultimatum","IKO","rare"
"22703","Illuna, Apex of Wishes","IKO","mythic"
"22704","Inspired Ultimatum","IKO","rare"
"22705","Kinnan, Bonder Prodigy","IKO","mythic"
"22706","Labyrinth Raptor","IKO","rare"
"22707","Lore Drakkis","IKO","uncommon"
"22708","Narset of the Ancient Way","IKO","mythic"
"22709","Necropanther","IKO","uncommon"
"22710","Nethroi, Apex of Death","IKO","mythic"
"22711","Offspring's Revenge","IKO","rare"
"22712","Parcelbeast","IKO","uncommon"
"22713","Primal Empathy","IKO","uncommon"
"22714","Quartzwood Crasher","IKO","rare"
"22715","Regal Leosaur","IKO","uncommon"
"22716","Rielle, the Everwise","IKO","mythic"
"22717","Ruinous Ultimatum","IKO","rare"
"22718","Savai Thundermane","IKO","uncommon"
"22719","Skull Prophet","IKO","uncommon"
"22720","Skycat Sovereign","IKO","rare"
"22721","Slitherwisp","IKO","rare"
"22722","Snapdax, Apex of the Hunt","IKO","mythic"
"22723","Song of Creation","IKO","rare"
"22724","Sprite Dragon","IKO","uncommon"
"22725","Titans' Nest","IKO","rare"
"22726","Trumpeting Gnarr","IKO","uncommon"
"22727","Vadrok, Apex of Thunder","IKO","mythic"
"22728","Whirlwind of Thought","IKO","rare"
"22729","Winota, Joiner of Forces","IKO","mythic"
"22730","Zenith Flare","IKO","uncommon"
"22731","Alert Heedbonder","IKO","uncommon"
"22732","Cunning Nightbonder","IKO","uncommon"
"22733","Fiend Artisan","IKO","mythic"
"22734","Gyruda, Doom of Depths","IKO","rare"
"22735","Jegantha, the Wellspring","IKO","rare"
"22736","Jubilant Skybonder","IKO","uncommon"
"22737","Kaheera, the Orphanguard","IKO","rare"
"22738","Keruga, the Macrosage","IKO","rare"
