,Name,Number,Rarity,Details,Quantity,Price,Language,Finish,Condition,Expansion
4769,Leyline of Lifeforce,,Rare,,3.0,2.99,English,Normal,NEAR MINT,Guildpact
4770,Leyline of Singularity,,Rare,,3.0,2.49,English,Normal,NEAR MINT,Guildpact
4771,Leyline of the Meek,,Rare,,1.0,1.49,English,Normal,NEAR MINT,Guildpact
4772,Leyline of the Void,,Rare,,3.0,9.99,English,Normal,NEAR MINT,Guildpact
4773,Orzhov Pontiff,,Rare,,1.0,4.99,English,Foil,NEAR MINT,Guildpact
4774,Orzhov Pontiff,,Rare,,3.0,0.99,English,Normal,NEAR MINT,Guildpact
4775,Quicken,,Rare,,1.0,8.99,English,Foil,NEAR MINT,Guildpact
4776,Shattering Spree,,Uncommon,,10.0,5.99,English,Normal,NEAR MINT,Guildpact
4777,Spelltithe Enforcer,,Rare,,3.0,1.99,English,Normal,NEAR MINT,Guildpact
4778,Stitch in Time,,Rare,,1.0,8.99,English,Normal,NEAR MINT,Guildpact
4779,Storm Herd,,Rare,,2.0,1.99,English,Normal,NEAR MINT,Guildpact
4780,Sword of the Paruns,,Rare,,1.0,17.99,English,Foil,NEAR MINT,Guildpact
4781,"Teysa, Orzhov Scion",,Rare,,1.0,6.99,English,Normal,LIGHT PLAY,Guildpact
4782,"Ulasht, the Hate Seed",,Rare,,1.0,1.49,English,Normal,NEAR MINT,Guildpact
4783,"Anafenza, the Foremost",,Mythic,,5.0,1.49,English,Normal,NEAR MINT,Khans of Tarkir
4784,Ashcloud Phoenix,,Mythic,,3.0,0.49,English,Normal,NEAR MINT,Khans of Tarkir
4785,Bloodsoaked Champion,,Rare,,1.0,3.99,English,Foil,NEAR MINT,Khans of Tarkir
4786,Bloodstained Mire,,Rare,,18.0,43.99,English,Normal,NEAR MINT,Khans of Tarkir
4787,Bloodstained Mire,,Rare,,2.0,69.99,English,Foil,NEAR MINT,Khans of Tarkir
4788,Dig Through Time,,Rare,,21.0,0.99,English,Normal,NEAR MINT,Khans of Tarkir
4789,Flooded Strand,,Rare,,2.0,41.99,English,Normal,NEAR MINT,Khans of Tarkir
4790,Flooded Strand,,Rare,,1.0,59.99,English,Foil,NEAR MINT,Khans of Tarkir
4791,Grim Haruspex,,Rare,,1.0,2.99,English,Foil,NEAR MINT,Khans of Tarkir
4792,Hardened Scales,,Rare,,4.0,9.99,English,Normal,NEAR MINT,Khans of Tarkir
4793,Icy blast,,Rare,,2.0,0.49,English,Normal,NEAR MINT,Khans of Tarkir
4794,Monastery Swiftspear,,Uncommon,,21.0,1.49,English,Normal,NEAR MINT,Khans of Tarkir
4795,Monastery Swiftspear,,Uncommon,,1.0,12.99,English,Foil,NEAR MINT,Khans of Tarkir
4796,Polluted Delta,,Rare,,16.0,54.99,English,Normal,NEAR MINT,Khans of Tarkir
4797,"Sarkhan, the Dragonspeaker",,Mythic,,1.0,4.99,English,Foil,NEAR MINT,Khans of Tarkir
4798,See the Unwritten,,Mythic,,1.0,2.99,English,Foil,NEAR MINT,Khans of Tarkir
4799,"Sorin, Solemn Visitor",,Mythic,,3.0,4.49,English,Normal,NEAR MINT,Khans of Tarkir
4800,Stubborn Denial,,Uncommon,,2.0,9.99,English,Foil,NEAR MINT,Khans of Tarkir
4801,Utter End,,Rare,,7.0,0.49,English,Normal,NEAR MINT,Khans of Tarkir
4802,Villainous Wealth,,Rare,,1.0,5.29,English,Foil,NEAR MINT,Khans of Tarkir
4803,Windswept Heath,,Rare,,12.0,26.99,English,Normal,NEAR MINT,Khans of Tarkir
4804,Wingmate Roc,,Mythic,,1.0,0.49,English,Foil,NEAR MINT,Khans of Tarkir
4805,Wooded Foothills,,Rare,,3.0,59.99,English,Foil,NEAR MINT,Khans of Tarkir
4806,Wooded Foothills,,Rare,,7.0,34.99,English,Normal,NEAR MINT,Khans of Tarkir
4807,Ancient Grudge,,Common,,2.0,0.49,English,Normal,NEAR MINT,Innistrad
4808,Balefire Dragon,,Mythic,,2.0,26.99,English,Normal,NEAR MINT,Innistrad
4809,Bloodline Keeper (Lord of Lineage),,Rare,,2.0,19.99,English,Normal,NEAR MINT,Innistrad
4810,Champion of the Parish,,Rare,,10.0,3.79,English,Normal,NEAR MINT,Innistrad
4811,Clifftop Retreat,,Rare,,7.0,5.99,English,Normal,NEAR MINT,Innistrad
4812,Clifftop Retreat,,Rare,,1.0,12.99,English,Foil,NEAR MINT,Innistrad
4813,Daybreak Ranger (Nightfall Predator),,Rare,,4.0,2.69,English,Normal,NEAR MINT,Innistrad
4814,Delver of Secrets (Insectile Aberration),,Common,,10.0,0.99,English,Normal,NEAR MINT,Innistrad
4815,Endless Ranks of the Dead,,Rare,,2.0,27.99,English,Foil,NEAR MINT,Innistrad
4816,Essence of the Wild,,Mythic,,1.0,0.49,English,Normal,NEAR MINT,Innistrad
4817,"Garruk Relentless (Garruk, the Veil-Cursed)",,Mythic,,7.0,5.49,English,Normal,NEAR MINT,Innistrad
4818,Gavony Township,,Rare,,2.0,3.99,English,Normal,NEAR MINT,Innistrad
4819,"Grimgrin, Corpse-Born",,Mythic,,1.0,15.99,English,Normal,NEAR MINT,Innistrad
4820,Grimoire of the Dead,,Mythic,,2.0,0.99,English,Normal,NEAR MINT,Innistrad
4821,Hinterland Harbor,,Rare,,9.0,6.49,English,Normal,NEAR MINT,Innistrad
4822,Intangible Virtue,,Uncommon,,1.0,0.99,English,Normal,NEAR MINT,Innistrad
4823,Invisible Stalker,,Uncommon,,1.0,0.99,English,Normal,NEAR MINT,Innistrad
4824,Island (253),,Common,,1.0,0.99,English,Foil,NEAR MINT,Innistrad
4825,Isolated Chapel,,Rare,,11.0,5.99,English,Normal,NEAR MINT,Innistrad
4826,Isolated Chapel,,Rare,,1.0,12.99,English,Foil,NEAR MINT,Innistrad
4827,Kessig Wolf Run,,Rare,,5.0,4.99,English,Normal,NEAR MINT,Innistrad
4828,Laboratory Maniac,,Rare,,8.0,4.29,English,Normal,NEAR MINT,Innistrad
4829,Liliana of the Veil,,Mythic,,6.0,79.99,English,Normal,NEAR MINT,Innistrad
4830,Mayor of Avabruck (Howlpack Alpha),,Rare,,12.0,6.49,English,Normal,NEAR MINT,Innistrad
4831,Mentor of the Meek,,Rare,,4.0,0.99,English,Normal,NEAR MINT,Innistrad
4832,Nevermore,,Rare,,6.0,0.99,English,Normal,NEAR MINT,Innistrad
4833,Parallel Lives,,Rare,,8.0,49.99,English,Normal,NEAR MINT,Innistrad
4834,Parallel Lives,,Rare,,1.0,89.99,English,Foil,NEAR MINT,Innistrad
4835,Past in Flames,,Mythic,,1.0,9.99,English,Foil,NEAR MINT,Innistrad
4836,Past in Flames,,Mythic,,3.0,1.99,English,Normal,NEAR MINT,Innistrad
4837,Reaper from the Abyss,,Mythic,,3.0,3.49,English,Normal,NEAR MINT,Innistrad
4838,Rooftop Storm,,Rare,,1.0,2.99,English,Normal,NEAR MINT,Innistrad
4839,Sever the Bloodline,,Rare,,1.0,0.99,English,Foil,NEAR MINT,Innistrad
4840,Skirsdag High Priest,,Rare,,1.0,0.49,English,Normal,NEAR MINT,Innistrad
4841,Snapcaster Mage,,Rare,,1.0,139.99,English,Foil,NEAR MINT,Innistrad
4842,Splinterfright,,Rare,,1.0,0.49,English,Normal,NEAR MINT,Innistrad
4843,Stony Silence,,Rare,,5.0,4.99,English,Normal,NEAR MINT,Innistrad
4844,Stromkirk Noble,,Rare,,1.0,0.49,English,Normal,NEAR MINT,Innistrad
4845,Sulfur Falls,,Rare,,4.0,5.99,English,Normal,NEAR MINT,Innistrad
4846,Sulfur Falls,,Rare,,2.0,13.99,English,Foil,NEAR MINT,Innistrad
4847,Swamp (257),,Common,,1.0,0.99,English,Foil,NEAR MINT,Innistrad
4848,Tree of Redemption,,Mythic,,3.0,4.99,English,Normal,NEAR MINT,Innistrad
4849,Unbreathing Horde,,Rare,,4.0,1.99,English,Normal,NEAR MINT,Innistrad
4850,Undead Alchemist,,Rare,,1.0,4.49,English,Foil,NEAR MINT,Innistrad
4851,Woodland Cemetery,,Rare,,10.0,5.99,English,Normal,NEAR MINT,Innistrad
4870,Abandon the Post,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4871,Ambitious Farmhand / Seasoned Cathar,,Uncommon,,12.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4872,Angelfire Ignition,,Rare,,6.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4873,Angelfire Ignition,,Rare,,10.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4874,Arcane Infusion,,Uncommon,,13.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4875,Arcane Infusion,,Uncommon,,1.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4876,Ardent Elementalist,,Common,,10.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4877,"Arlinn, the Pack's Hope / Arlinn, the Moon's Fury (Borderless)",,Mythic,,10.0,11.99,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4878,"Arlinn, the Pack's Hope / Arlinn, the Moon's Fury (Borderless)",,Mythic,,1.0,14.99,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4879,"Arlinn, the Pack's Hope / Arlinn, the Moon's Fury (Showcase)",,Mythic,,7.0,18.99,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4880,Arrogant Outlaw,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4881,Augur of Autumn,,Rare,,5.0,6.99,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4882,Augur of Autumn,,Rare,,3.0,5.88,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4883,Augur of Autumn (Extended Art),,Rare,,5.0,13.99,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4884,Baithook Angler / Hook-Haunt Drifter,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4885,Baneblade Scoundrel / Baneclaw Marauder,,Uncommon,,12.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4886,Baneblade Scoundrel / Baneclaw Marauder (Showcase),,Uncommon,,8.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4887,Bat Whisperer,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4888,Beloved Beggar / Generous Soul,,Uncommon,,10.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4889,Bereaved Survivor / Dauntless Avenger,,Uncommon,,10.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4890,Bird Admirer / Wing Shredder,,Common,,13.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4891,Bird Admirer / Wing Shredder (Showcase),,Common,,7.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4892,Bladebrand,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4893,Bladestitched Skaab,,Uncommon,,2.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4894,Blessed Defiance,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4895,Blood Pact,,Common,,16.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4896,Bloodline Culling,,Rare,,19.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4897,Bloodline Culling,,Rare,,4.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4898,Bloodline Culling (Extended Art),,Rare,,5.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4899,Bloodline Culling (Extended Art),,Rare,,4.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4900,Bloodthirsty Adversary,,Mythic,,2.0,5.99,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4901,Bloodthirsty Adversary,,Mythic,,12.0,5.88,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4902,Bloodthirsty Adversary (Extended Art),,Mythic,,5.0,7.88,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4903,Bloodthirsty Adversary (Extended Art),,Mythic,,2.0,8.99,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4904,Bloodtithe Collector,,Uncommon,,19.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4905,Borrowed Time,,Uncommon,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4906,Bounding Wolf,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4907,Bramble Armor,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4908,Briarbridge Tracker,,Rare,,12.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4909,Briarbridge Tracker,,Rare,,4.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4910,Briarbridge Tracker (Extended Art),,Rare,,5.0,0.49,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4911,Briarbridge Tracker (Extended Art),,Rare,,5.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4912,Brimstone Vandal,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4913,Brood Weaver,,Uncommon,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4914,Brutal Cathar / Moonrage Brute (Showcase),,Rare,,1.0,1.99,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4915,Burly Breaker / Dire-Strain Demolisher,,Uncommon,,13.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4916,Burly Breaker / Dire-Strain Demolisher (Showcase),,Uncommon,,6.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4917,Burn Down the House,,Rare,,9.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4918,Burn Down the House (Extended Art),,Rare,,1.0,0.75,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4919,Burn the Accursed,,Common,,15.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4920,Can't Stay Away,,Rare,,4.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4921,Can't Stay Away,,Rare,,16.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4922,Can't Stay Away (Extended Art),,Rare,,2.0,0.49,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4923,Candlegrove Witch,,Common,,12.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4924,Candlegrove Witch (Showcase),,Common,,8.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4925,Candlelit Cavalry,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4926,Candletrap,,Common,,16.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4927,Cathar's Call,,Uncommon,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4928,Cathartic Pyre,,Uncommon,,7.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4929,Celestus Sanctifier,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4930,Champion of the Perished,,Rare,,1.0,2.99,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4931,Champion of the Perished (Extended Art),,Rare,,4.0,3.99,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4932,Chaplain of Alms / Chapel Shieldgeist,,Uncommon,,12.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4933,Clarion Cathars,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4934,Clear Shot,,Uncommon,,21.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4935,Component Collector,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4936,Consider,,Common,,2.0,0.99,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4937,Consider,,Common,,2.0,2.49,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4938,Consuming Blob,,Mythic,,1.0,0.49,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4939,Consuming Blob,,Mythic,,6.0,0.49,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4940,Contortionist Troupe,,Uncommon,,20.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4941,Corpse Cobble,,Uncommon,,20.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4942,Covert Cutpurse / Covetous Geist,,Uncommon,,13.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4943,Covetous Castaway / Ghostly Castigator,,Uncommon,,13.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4944,Crawl from the Cellar,,Common,,16.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4945,Croaking Counterpart,,Rare,,9.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4946,Croaking Counterpart,,Rare,,9.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4947,Croaking Counterpart (Extended Art),,Rare,,1.0,0.49,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4948,Crossroads Candleguide,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4949,Curse of Leeches / Leeching Lurker,,Rare,,23.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4950,Curse of Leeches / Leeching Lurker,,Rare,,7.0,0.49,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4951,Curse of Leeches / Leeching Lurker (Extended Art),,Rare,,11.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4952,Curse of Leeches / Leeching Lurker (Extended Art),,Rare,,7.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4953,Curse of Shaken Faith,,Rare,,2.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4954,Curse of Shaken Faith,,Rare,,13.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4955,Curse of Silence,,Rare,,12.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4956,Curse of Silence,,Rare,,3.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4957,Curse of Silence (Extended Art),,Rare,,10.0,0.49,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4958,Curse of Surveillance,,Rare,,4.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4959,Curse of Surveillance,,Rare,,23.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4960,Curse of Surveillance (Extended Art),,Rare,,3.0,0.33,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4961,Dawnhart Mentor,,Uncommon,,16.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4962,Dawnhart Mentor (Showcase),,Uncommon,,8.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4963,Dawnhart Rejuvenator,,Common,,11.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4964,Dawnhart Rejuvenator (Showcase),,Common,,8.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4965,Dawnhart Wardens,,Uncommon,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4966,Dawnhart Wardens (Showcase),,Uncommon,,7.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4967,Deathbonnet Sprout / Deathbonnet Hulk,,Uncommon,,12.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4968,Deathbonnet Sprout / Deathbonnet Hulk,,Uncommon,,5.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4969,Defend the Celestus,,Uncommon,,19.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4970,Defenestrate,,Common,,28.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4971,Delver of Secrets / Insectile Aberration,,Uncommon,,11.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4972,Delver of Secrets / Insectile Aberration,,Uncommon,,5.0,0.49,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4973,"Dennick, Pious Apprentice / Dennick, Pious Apparition",,Rare,,15.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4974,"Dennick, Pious Apprentice / Dennick, Pious Apparition",,Rare,,4.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4975,"Dennick, Pious Apprentice / Dennick, Pious Apparition (Showcase)",,Rare,,12.0,0.5,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4976,"Dennick, Pious Apprentice / Dennick, Pious Apparition (Showcase)",,Rare,,1.0,0.49,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4977,Deserted Beach,,Rare,,1.0,5.99,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4978,Devious Cover-Up,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4979,Devoted Grafkeeper / Departed Soulkeeper,,Uncommon,,14.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4980,Dire-Strain Rampage,,Rare,,5.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4981,Dire-Strain Rampage,,Rare,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4982,Dire-Strain Rampage (Extended Art),,Rare,,6.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4983,Diregraf Horde,,Common,,16.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4984,Diregraf Rebirth,,Uncommon,,15.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4985,Dissipate,,Uncommon,,12.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4986,Dreadhound,,Uncommon,,9.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4987,Drownyard Amalgam,,Common,,16.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4988,Dryad's Revival,,Uncommon,,14.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4989,Duel for Dominance,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4990,Duelcraft Trainer,,Uncommon,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4991,Duress,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4992,Eaten Alive,,Common,,19.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4993,Eccentric Farmer,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4994,Ecstatic Awakener / Awoken Demon,,Common,,19.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4995,Electric Revelation,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4996,Enduring Angel / Angelic Enforcer,,Mythic,,1.0,1.99,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4997,Enduring Angel / Angelic Enforcer,,Mythic,,2.0,1.88,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
4998,Enduring Angel / Angelic Enforcer (Extended Art),,Mythic,,3.0,3.49,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
4999,Evolving Wilds,,Common,,13.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5000,Faithful Mending,,Uncommon,,26.0,1.49,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5001,Falcon Abomination,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5002,Falkenrath Perforator,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5003,Falkenrath Pit Fighter,,Rare,,9.0,0.49,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5004,Falkenrath Pit Fighter,,Rare,,8.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
5005,Falkenrath Pit Fighter (Extended Art),,Rare,,4.0,0.79,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5006,Famished Foragers,,Common,,19.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5007,Fangblade Brigand / Fangblade Eviscerator,,Uncommon,,11.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5008,Fangblade Brigand / Fangblade Eviscerator (Showcase),,Uncommon,,7.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5009,Fateful Absence,,Rare,,7.0,2.88,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
5010,Fateful Absence,,Rare,,7.0,1.99,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5011,Festival Crasher,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5012,Field of Ruin,,Uncommon,,4.0,0.49,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
5013,Field of Ruin,,Uncommon,,12.0,0.49,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5014,Firmament Sage,,Uncommon,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5015,Flame Channeler / Embodiment of Flame,,Uncommon,,9.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5016,Flare of Faith,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5017,Fleshtaker,,Uncommon,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5018,Flip the Switch,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5019,"Florian, Voldaren Scion",,Rare,,1.0,1.49,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
5020,"Florian, Voldaren Scion",,Rare,,8.0,0.99,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5021,"Florian, Voldaren Scion (Showcase)",,Rare,,2.0,1.79,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
5022,"Florian, Voldaren Scion (Showcase)",,Rare,,13.0,0.99,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5023,Forest (276),,Common,,3.0,0.59,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5024,Forest (277),,Common,,2.0,0.99,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
5025,Forest (277),,Common,,40.0,0.49,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5026,Foul Play,,Uncommon,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5027,Galedrifter / Waildrifter,,Common,,20.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5028,Gavony Dawnguard,,Uncommon,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5029,Gavony Silversmith,,Common,,18.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5030,Gavony Trapper,,Common,,17.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5031,Geistflame Reservoir,,Rare,,6.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
5032,Geistflame Reservoir,,Rare,,15.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
5033,Geistflame Reservoir (Extended Art),,Rare,,3.0,0.33,English,Foil,NEAR MINT,Innistrad  Midnight Hunt
5034,Geistflame Reservoir (Extended Art),,Rare,,4.0,0.25,English,Normal,NEAR MINT,Innistrad  Midnight Hunt
