"","Count","Name","Expansion","Condition","Language","Finish"
"2342",3,"Vedalken Dismisser","Ravnica: City of Guilds","Near Mint","English","Normal"
"2343",1,"Coalhauler Swine","Ravnica: City of Guilds","Near Mint","English","Normal"
"2344",5,"Turn the Tide","Mirrodin Besieged","Near Mint","English","Normal"
"2345",6,"Morbid Plunder","Mirrodin Besieged","Near Mint","English","Normal"
"2346",4,"Hivestone","Time Spiral","Near Mint","English","Foil"
"2347",1,"Rapacious One","Magic: The Gathering-Commander","Near Mint","English","Normal"
"2348",1,"Coordinated Barrage","Morningtide","Near Mint","English","Normal"
"2349",2,"Protomatter Powder","Shards of Alara","Near Mint","English","Normal"
"2350",3,"Dromad Purebred","Ravnica: City of Guilds","Near Mint","English","Normal"
"2351",2,"Cultbrand Cinder","Shadowmoor","Near Mint","English","Normal"
"2352",8,"Oculus","Mirrodin Besieged","Near Mint","English","Normal"
"2353",2,"Silkbind Faerie","Shadowmoor","Near Mint","English","Normal"
"2354",3,"Furnace Celebration","Scars of Mirrodin","Near Mint","English","Normal"
"2355",1,"Sanity Gnawers","Alara Reborn","Near Mint","English","Normal"
"2356",1,"Marsh Casualties","Zendikar","Near Mint","English","Normal"
"2357",1,"Thorn-Thrash Viashino","Shards of Alara","Near Mint","English","Foil"
"2358",1,"Vampire Bats","Tenth Edition","Near Mint","English","Normal"
"2359",1,"Gnarlid Pack","Worldwake","Near Mint","English","Normal"
"2360",2,"Frightful Delusion","Innistrad","Near Mint","English","Normal"
"2361",2,"Annul","Mirrodin","Near Mint","English","Normal"
"2362",1,"Voyager Drake","Worldwake","Near Mint","English","Normal"
"2363",3,"Saving Grasp","Dark Ascension","Near Mint","English","Normal"
"2364",1,"Grim Flowering","Dark Ascension","Near Mint","English","Normal"
"2365",1,"Altar of the Lost","Dark Ascension","Near Mint","English","Normal"
"2366",1,"Borderland Ranger","Avacyn Restored","Near Mint","English","Normal"
"2367",1,"Fettergeist","Avacyn Restored","Near Mint","English","Normal"
"2368",1,"Golgari Rotwurm","Duel Decks: Izzet vs. Golgari","Near Mint","English","Normal"
"2369",1,"Putrefy","Duel Decks: Izzet vs. Golgari","Near Mint","English","Normal"
"2370",1,"Plagued Rusalka","Duel Decks: Izzet vs. Golgari","Near Mint","English","Normal"
"2371",1,"Shrewd Hatchling","Duel Decks: Izzet vs. Golgari","Near Mint","English","Normal"
"2372",4,"Centaur's Herald","Return to Ravnica","Near Mint","English","Normal"
"2373",2,"Traitorous Instinct","Return to Ravnica","Near Mint","English","Normal"
"2374",7,"Korozda Monitor","Return to Ravnica","Near Mint","English","Normal"
"2375",7,"Drudge Beetle","Return to Ravnica","Near Mint","English","Normal"
"2376",6,"Tenement Crasher","Return to Ravnica","Near Mint","English","Normal"
"2377",9,"Dramatic Rescue","Return to Ravnica","Near Mint","English","Normal"
"2378",2,"Blustersquall","Return to Ravnica","Near Mint","English","Normal"
"2379",9,"Selesnya Sentry","Return to Ravnica","Near Mint","English","Normal"
"2380",1,"Chemister's Trick","Return to Ravnica","Near Mint","English","Foil"
"2381",8,"Chemister's Trick","Return to Ravnica","Near Mint","English","Normal"
"2382",3,"Survey the Wreckage","Return to Ravnica","Near Mint","English","Normal"
"2383",4,"Golgari Longlegs","Return to Ravnica","Near Mint","English","Normal"
"2384",5,"Assassin's Strike","Return to Ravnica","Near Mint","English","Normal"
"2385",7,"Lobber Crew","Return to Ravnica","Near Mint","English","Normal"
"2386",5,"Towering Indrik","Return to Ravnica","Near Mint","English","Normal"
"2387",6,"Grim Roustabout","Return to Ravnica","Near Mint","English","Normal"
"2388",3,"Horncaller's Chant","Return to Ravnica","Near Mint","English","Normal"
"2389",6,"Armory Guard","Return to Ravnica","Near Mint","English","Normal"
"2390",10,"Stealer of Secrets","Return to Ravnica","Near Mint","English","Normal"
"2391",12,"Crosstown Courier","Return to Ravnica","Near Mint","English","Normal"
"2392",9,"Mind Rot","Return to Ravnica","Near Mint","English","Normal"
"2393",9,"Trostani's Judgment","Return to Ravnica","Near Mint","English","Normal"
"2394",9,"Essence Backlash","Return to Ravnica","Near Mint","English","Normal"
"2395",2,"Gatecreeper Vine","Return to Ravnica","Near Mint","English","Normal"
"2396",4,"Trestle Troll","Return to Ravnica","Near Mint","English","Normal"
"2397",4,"Aerial Predation","Return to Ravnica","Near Mint","English","Normal"
"2398",2,"Selesnya Guildgate","Return to Ravnica","Near Mint","English","Normal"
"2399",7,"Annihilating Fire","Return to Ravnica","Near Mint","English","Normal"
"2400",1,"Fall of the Gavel","Return to Ravnica","Near Mint","English","Normal"
"2401",7,"Avenging Arrow","Return to Ravnica","Near Mint","English","Normal"
"2402",7,"Daggerdrome Imp","Return to Ravnica","Near Mint","English","Normal"
"2403",4,"Rubbleback Rhino","Return to Ravnica","Near Mint","English","Normal"
"2404",4,"Bellows Lizard","Return to Ravnica","Near Mint","English","Normal"
"2405",3,"Brushstrider","Return to Ravnica","Near Mint","English","Normal"
"2406",10,"Explosive Impact","Return to Ravnica","Near Mint","English","Normal"
"2407",2,"Aquus Steed","Return to Ravnica","Near Mint","English","Normal"
"2408",11,"Axebane Stag","Return to Ravnica","Near Mint","English","Normal"
"2409",2,"Eyes in the Skies","Return to Ravnica","Near Mint","English","Foil"
"2410",7,"Eyes in the Skies","Return to Ravnica","Near Mint","English","Normal"
"2411",1,"Chronic Flooding","Return to Ravnica","Near Mint","English","Normal"
"2412",10,"Knightly Valor","Return to Ravnica","Near Mint","English","Normal"
"2413",4,"Trained Caracal","Return to Ravnica","Near Mint","English","Normal"
"2414",2,"Slum Reaper","Return to Ravnica","Near Mint","English","Normal"
"2415",8,"Cancel","Return to Ravnica","Near Mint","English","Normal"
"2416",1,"Sewer Shambler","Return to Ravnica","Near Mint","English","Normal"
"2417",4,"Stab Wound","Return to Ravnica","Near Mint","English","Normal"
"2418",13,"Paralyzing Grasp","Return to Ravnica","Near Mint","English","Normal"
"2419",6,"Chorus of Might","Return to Ravnica","Near Mint","English","Normal"
"2420",1,"Dark Revenant","Return to Ravnica","Near Mint","English","Normal"
"2421",1,"Rootborn Defenses","Return to Ravnica","Near Mint","English","Normal"
"2422",10,"Inspiration","Return to Ravnica","Near Mint","English","Normal"
"2423",5,"Tower Drake","Return to Ravnica","Near Mint","English","Normal"
"2424",2,"Minotaur Aggressor","Return to Ravnica","Near Mint","English","Normal"
"2425",5,"Common Bond","Return to Ravnica","Near Mint","English","Normal"
"2426",3,"Cremate","Return to Ravnica","Near Mint","English","Normal"
"2427",8,"Auger Spree","Return to Ravnica","Near Mint","English","Normal"
"2428",1,"Deviant Glee","Return to Ravnica","Near Mint","English","Normal"
"2429",7,"Keening Apparition","Return to Ravnica","Near Mint","English","Normal"
"2430",9,"Runewing","Return to Ravnica","Near Mint","English","Normal"
"2431",7,"Seller of Songbirds","Return to Ravnica","Near Mint","English","Normal"
"2432",4,"Inaction Injunction","Return to Ravnica","Near Mint","English","Normal"
"2433",3,"Azorius Justiciar","Return to Ravnica","Near Mint","English","Normal"
"2434",2,"Hussar Patrol","Return to Ravnica","Near Mint","English","Normal"
"2435",10,"Isperia's Skywatch","Return to Ravnica","Near Mint","English","Normal"
"2436",8,"Viashino Racketeer","Return to Ravnica","Near Mint","English","Normal"
"2437",1,"Civic Saber","Return to Ravnica","Near Mint","English","Normal"
"2438",1,"Lyev Skyknight","Return to Ravnica","Near Mint","English","Normal"
"2439",2,"Archweaver","Return to Ravnica","Near Mint","English","Normal"
"2440",11,"Catacomb Slug","Return to Ravnica","Near Mint","English","Normal"
"2441",2,"Security Blockade","Return to Ravnica","Near Mint","English","Normal"
"2442",1,"Dreg Mangler","Return to Ravnica","Near Mint","English","Foil"
"2443",3,"Soul Tithe","Return to Ravnica","Near Mint","English","Normal"
"2444",7,"Sunspire Griffin","Return to Ravnica","Near Mint","English","Normal"
"2445",1,"Slime Molding","Return to Ravnica","Near Mint","English","Normal"
"2446",5,"Terrus Wurm","Return to Ravnica","Near Mint","English","Normal"
"2447",2,"Spawn of Rix Maadi","Return to Ravnica","Near Mint","English","Normal"
"2448",6,"Pursuit of Flight","Return to Ravnica","Near Mint","English","Normal"
"2449",7,"Cobblebrute","Return to Ravnica","Near Mint","English","Normal"
"2450",7,"Search Warrant","Return to Ravnica","Near Mint","English","Normal"
"2451",11,"Concordia Pegasus","Return to Ravnica","Near Mint","English","Normal"
"2452",9,"Downsize","Return to Ravnica","Near Mint","English","Normal"
"2453",7,"Voidwielder","Return to Ravnica","Near Mint","English","Normal"
"2454",10,"Stonefare Crocodile","Return to Ravnica","Near Mint","English","Normal"
"2455",14,"Launch Party","Return to Ravnica","Near Mint","English","Normal"
"2456",1,"Rites of Reaping","Return to Ravnica","Near Mint","English","Foil"
"2457",2,"Thoughtflare","Return to Ravnica","Near Mint","English","Normal"
"2458",2,"Tavern Swindler","Return to Ravnica","Near Mint","English","Normal"
"2459",4,"Drainpipe Vermin","Return to Ravnica","Near Mint","English","Normal"
"2460",5,"Swift Justice","Return to Ravnica","Near Mint","English","Normal"
"2461",14,"Azorius Arrester","Return to Ravnica","Near Mint","English","Normal"
"2462",6,"Doorkeeper","Return to Ravnica","Near Mint","English","Normal"
"2463",8,"Vassal Soul","Return to Ravnica","Near Mint","English","Normal"
"2464",4,"Frostburn Weird","Return to Ravnica","Near Mint","English","Normal"
"2465",9,"Skull Rend","Return to Ravnica","Near Mint","English","Normal"
"2466",5,"Batterhorn","Return to Ravnica","Near Mint","English","Normal"
"2467",5,"Sluiceway Scorpion","Return to Ravnica","Near Mint","English","Normal"
"2468",7,"Ogre Jailbreaker","Return to Ravnica","Near Mint","English","Normal"
"2469",2,"Dead Reveler","Return to Ravnica","Near Mint","English","Normal"
"2470",2,"Perilous Shadow","Return to Ravnica","Near Mint","English","Normal"
"2471",2,"Faerie Impostor","Return to Ravnica","Near Mint","English","Normal"
"2472",11,"Urban Burgeoning","Return to Ravnica","Near Mint","English","Normal"
"2473",2,"Destroy the Evidence","Return to Ravnica","Near Mint","English","Normal"
"2474",1,"Destroy the Evidence","Return to Ravnica","Near Mint","English","Foil"
"2475",1,"Skyknight Legionnaire","Gatecrash","Near Mint","English","Normal"
"2476",2,"Ember Beast","Gatecrash","Near Mint","English","Normal"
"2477",1,"Miming Slime","Gatecrash","Near Mint","English","Normal"
"2478",1,"Shielded Passage","Gatecrash","Near Mint","English","Normal"
"2479",2,"Scorchwalker","Gatecrash","Near Mint","English","Normal"
"2480",1,"Dinrova Horror","Gatecrash","Near Mint","English","Normal"
"2481",1,"Tin Street Market","Gatecrash","Near Mint","English","Normal"
"2482",1,"Ruination Wurm","Gatecrash","Near Mint","English","Normal"
"2483",1,"Basilica Guards","Gatecrash","Near Mint","English","Normal"
"2484",2,"Midnight Recovery","Gatecrash","Near Mint","English","Normal"
"2485",1,"Furious Resistance","Gatecrash","Near Mint","English","Normal"
"2486",1,"Leyline Phantom","Gatecrash","Near Mint","English","Normal"
"2487",1,"Shadow Alley Denizen","Gatecrash","Near Mint","English","Normal"
"2488",2,"Slate Street Ruffian","Gatecrash","Near Mint","English","Normal"
"2489",1,"Deathcult Rogue","Gatecrash","Near Mint","English","Normal"
"2490",1,"Shadow Slice","Gatecrash","Near Mint","English","Normal"
"2491",4,"Grisly Spectacle","Gatecrash","Near Mint","English","Normal"
"2492",2,"Skygames","Gatecrash","Near Mint","English","Normal"
"2493",1,"Primal Visitation","Gatecrash","Near Mint","English","Normal"
"2494",1,"Gutter Skulk","Gatecrash","Near Mint","English","Normal"
"2495",2,"Totally Lost","Gatecrash","Near Mint","English","Normal"
"2496",2,"Totally Lost","Gatecrash","Near Mint","English","Foil"
"2497",2,"Mortus Strider","Gatecrash","Near Mint","English","Normal"
"2498",1,"Frontline Medic","Gatecrash","Near Mint","English","Foil"
"2499",1,"Armored Transport","Gatecrash","Near Mint","English","Normal"
"2500",1,"Smite","Gatecrash","Near Mint","English","Normal"
"2501",2,"Warmind Infantry","Gatecrash","Near Mint","English","Normal"
"2502",2,"Spire Tracer","Gatecrash","Near Mint","English","Normal"
"2503",2,"Skinbrand Goblin","Gatecrash","Near Mint","English","Normal"
"2504",1,"Last Thoughts","Gatecrash","Near Mint","English","Normal"
"2505",2,"Adaptive Snapjaw","Gatecrash","Near Mint","English","Normal"
"2506",2,"Millennial Gargoyle","Gatecrash","Near Mint","English","Normal"
"2507",3,"Corpse Blockade","Gatecrash","Near Mint","English","Normal"
"2508",2,"Spell Rupture","Gatecrash","Near Mint","English","Normal"
"2509",1,"Aerial Maneuver","Gatecrash","Near Mint","English","Normal"
"2510",1,"Hydroform","Gatecrash","Near Mint","English","Normal"
"2511",2,"Metropolis Sprite","Gatecrash","Near Mint","English","Normal"
"2512",2,"Way of the Thief","Gatecrash","Near Mint","English","Normal"
"2513",1,"Court Street Denizen","Gatecrash","Near Mint","English","Normal"
"2514",3,"Rust Scarab","Gatecrash","Near Mint","English","Normal"
"2515",1,"Frilled Oculus","Gatecrash","Near Mint","English","Normal"
"2516",1,"Homing Lightning","Gatecrash","Near Mint","English","Normal"
"2517",2,"Mugging","Gatecrash","Near Mint","English","Normal"
"2518",2,"Zarichi Tiger","Gatecrash","Near Mint","English","Normal"
"2519",3,"Zhur-Taa Swine","Gatecrash","Near Mint","English","Normal"
"2520",1,"Naturalize","Gatecrash","Near Mint","English","Normal"
"2521",2,"Purge the Profane","Gatecrash","Near Mint","English","Normal"
"2522",1,"Assault Griffin","Gatecrash","Near Mint","English","Normal"
"2523",2,"Simic Guildgate","Dragon's Maze","Near Mint","English","Foil"
"2524",1,"Species Gorger","Dragon's Maze","Near Mint","English","Normal"
"2525",2,"Rot Farm Skeleton","Dragon's Maze","Near Mint","English","Normal"
"2526",2,"Korozda Gorgon","Dragon's Maze","Near Mint","English","Normal"
"2527",1,"Dampen Thought","Modern Masters","Near Mint","English","Foil"
"2528",1,"Dampen Thought","Modern Masters","Near Mint","English","Normal"
"2529",1,"War-Spike Changeling","Modern Masters","Near Mint","English","Normal"
"2530",4,"Raven's Crime","Modern Masters","Near Mint","English","Foil"
"2531",2,"Fiery Fall","Modern Masters","Near Mint","English","Normal"
"2532",1,"Amrou Scout","Modern Masters","Near Mint","English","Normal"
"2533",1,"Torrent of Stone","Modern Masters","Near Mint","English","Normal"
"2534",2,"Facevaulter","Modern Masters","Near Mint","English","Normal"
"2535",1,"Hammerheim Deadeye","Modern Masters","Near Mint","English","Normal"
"2536",2,"Traumatic Visions","Modern Masters","Near Mint","English","Normal"
"2537",1,"Saltfield Recluse","Modern Masters","Near Mint","English","Normal"
"2538",1,"Deepcavern Imp","Modern Masters","Near Mint","English","Normal"
"2539",1,"Greater Mossdog","Modern Masters","Near Mint","English","Normal"
"2540",3,"Hana Kami","Modern Masters","Near Mint","English","Normal"
"2541",3,"Court Homunculus","Modern Masters","Near Mint","English","Normal"
"2542",1,"Sporoloth Ancient","Modern Masters","Near Mint","English","Foil"
"2543",1,"Mothdust Changeling","Modern Masters","Near Mint","English","Normal"
"2544",1,"Glacial Ray","Modern Masters","Near Mint","English","Normal"
"2545",4,"Psychic Miasma","Scars of Mirrodin","Near Mint","English","Normal"
"2546",4,"Vedalken Entrancer","Ravnica: City of Guilds","Near Mint","English","Normal"
"2547",5,"Armillary Sphere","Magic: The Gathering-Commander","Near Mint","English","Normal"
"2548",1,"Ogre Resister","Mirrodin Besieged","Near Mint","English","Normal"
"2549",1,"Mulch","Innistrad","Near Mint","English","Normal"
"2550",1,"Aether Spellbomb","Archenemy","Near Mint","English","Normal"
"2551",4,"Zombie Musher","Coldsnap","Near Mint","English","Normal"
"2552",1,"Naya Hushblade","Alara Reborn","Near Mint","English","Foil"
"2553",1,"Goblin Fire Fiend","Ravnica: City of Guilds","Near Mint","English","Normal"
"2554",1,"Goblin Legionnaire","Apocalypse","Near Mint","English","Normal"
"2555",4,"Loxodon Partisan","Mirrodin Besieged","Near Mint","English","Normal"
"2556",7,"Copper Carapace","Mirrodin Besieged","Near Mint","English","Normal"
"2557",1,"Keening Banshee","Ravnica: City of Guilds","Near Mint","English","Normal"
"2558",5,"Unnatural Predation","Mirrodin Besieged","Near Mint","English","Normal"
"2559",4,"Kuldotha Ringleader","Mirrodin Besieged","Near Mint","English","Normal"
"2560",2,"Squeaking Pie Grubfellows","Morningtide","Near Mint","English","Normal"
"2561",1,"Thoughtcutter Agent","Shards of Alara","Near Mint","English","Foil"
"2562",5,"Koth's Courier","Mirrodin Besieged","Near Mint","English","Normal"
"2563",1,"Tideforce Elemental","Worldwake","Near Mint","English","Normal"
"2564",2,"Vulshok Heartstoker","Scars of Mirrodin","Near Mint","English","Normal"
"2565",4,"Goblin Vandal","Weatherlight","Near Mint","English","Normal"
"2566",1,"Bladed Pinions","Scars of Mirrodin","Near Mint","English","Normal"
"2567",1,"Scrapdiver Serpent","Scars of Mirrodin","Near Mint","English","Normal"
"2568",1,"Resounding Thunder","Shards of Alara","Near Mint","English","Foil"
"2569",1,"Marble Chalice","Shards of Alara","Near Mint","English","Foil"
"2570",1,"Grappler Spider","Worldwake","Near Mint","English","Normal"
"2571",2,"Oxidda Daredevil","Scars of Mirrodin","Near Mint","English","Normal"
"2572",1,"Spell Snip","Shards of Alara","Near Mint","English","Foil"
"2573",1,"Kjeldoran War Cry","Coldsnap","Near Mint","English","Normal"
"2574",3,"Changeling Sentinel","Morningtide","Near Mint","English","Normal"
"2575",1,"Knight of the Skyward Eye","Shards of Alara","Near Mint","English","Foil"
"2576",2,"Reins of the Vinesteed","Morningtide","Near Mint","English","Normal"
"2577",1,"Dragon's Herald","Shards of Alara","Near Mint","English","Foil"
"2578",1,"Wing Puncture","Scars of Mirrodin","Near Mint","English","Normal"
"2579",1,"Shepherd of the Lost","Zendikar","Near Mint","English","Normal"
"2580",2,"Elder Pine of Jukai","Saviors of Kamigawa","Near Mint","English","Normal"
"2581",2,"Blistergrub","Scars of Mirrodin","Near Mint","English","Normal"
"2582",1,"Necromantic Thirst","Ravnica: City of Guilds","Near Mint","English","Normal"
"2583",5,"Glissa's Courier","Mirrodin Besieged","Near Mint","English","Normal"
"2584",1,"Golden Urn","Scars of Mirrodin","Near Mint","English","Normal"
"2585",6,"Bladed Sentinel","Mirrodin Besieged","Near Mint","English","Normal"
"2586",2,"Blightsoil Druid","Morningtide","Near Mint","English","Normal"
"2587",6,"Banishment Decree","Mirrodin Besieged","Near Mint","English","Normal"
"2588",1,"Matsu-Tribe Decoy","Champions of Kamigawa","Near Mint","English","Normal"
"2589",4,"View from Above","Conflux","Near Mint","English","Normal"
"2590",6,"Master's Call","Mirrodin Besieged","Near Mint","English","Normal"
"2591",3,"Kuldotha Flamefiend","Mirrodin Besieged","Near Mint","English","Normal"
"2592",1,"Galvanic Arc","Ravnica: City of Guilds","Near Mint","English","Normal"
"2593",1,"Skyhunter Patrol","Tenth Edition","Near Mint","English","Normal"
"2594",1,"Hammer of Ruin","Worldwake","Near Mint","English","Normal"
"2595",4,"Tangle Mantis","Mirrodin Besieged","Near Mint","English","Normal"
"2596",2,"Pulling Teeth","Morningtide","Near Mint","English","Normal"
"2597",1,"Shatter","Mirrodin","Near Mint","English","Normal"
"2598",3,"Viashino Slasher","Ravnica: City of Guilds","Near Mint","English","Normal"
"2599",1,"Skarrgan Skybreaker","Guildpact","Near Mint","English","Normal"
"2600",1,"Neurok Invisimancer","Scars of Mirrodin","Near Mint","English","Normal"
"2601",2,"Ronom Hulk","Coldsnap","Near Mint","English","Normal"
"2602",1,"Vertigo Spawn","Guildpact","Near Mint","English","Normal"
"2603",7,"Illusory Demon","Alara Reborn","Near Mint","English","Normal"
"2604",1,"Memnite","Scars of Mirrodin","Slightly Played","English","Foil"
"2605",3,"Myr Sire","Mirrodin Besieged","Near Mint","English","Normal"
"2606",1,"Aggressive Urge","Tenth Edition","Near Mint","English","Normal"
"2607",3,"Boggart Arsonists","Shadowmoor","Near Mint","English","Normal"
"2608",1,"Kjeldoran Javelineer","Coldsnap","Near Mint","English","Normal"
"2609",1,"Shared Discovery","Rise of the Eldrazi","Near Mint","English","Normal"
"2610",5,"Tine Shrike","Mirrodin Besieged","Near Mint","English","Normal"
"2611",2,"Wild Griffin","Tenth Edition","Near Mint","English","Normal"
"2612",5,"Smolder Initiate","Shadowmoor","Near Mint","English","Normal"
"2613",3,"Blazing Torch","Zendikar","Near Mint","English","Normal"
"2614",1,"Instill Furor","Ravnica: City of Guilds","Near Mint","English","Normal"
"2615",2,"Lumengrid Drake","Scars of Mirrodin","Near Mint","English","Normal"
"2616",1,"Cancel","Shards of Alara","Near Mint","English","Foil"
"2617",3,"Pistus Strike","Mirrodin Besieged","Near Mint","English","Normal"
"2618",4,"Spread the Sickness","Mirrodin Besieged","Near Mint","English","Normal"
"2619",24,"Glassdust Hulk","Alara Reborn","Near Mint","English","Normal"
"2620",1,"Vithian Renegades","Alara Reborn","Near Mint","English","Foil"
"2621",1,"Angelsong","Shards of Alara","Near Mint","English","Foil"
"2622",5,"Rally the Forces","Mirrodin Besieged","Near Mint","English","Normal"
"2623",2,"Clone Shell","Scars of Mirrodin","Near Mint","English","Normal"
"2624",2,"Scourge Servant","Mirrodin Besieged","Near Mint","English","Normal"
"2625",6,"Deny Reality","Alara Reborn","Near Mint","English","Normal"
"2626",1,"Viashino Fangtail","Ravnica: City of Guilds","Near Mint","English","Normal"
"2627",1,"Kami of Ancient Law","Champions of Kamigawa","Near Mint","English","Normal"
"2628",1,"Rolling Spoil","Ravnica: City of Guilds","Near Mint","English","Normal"
"2629",2,"Lionheart Maverick","Guildpact","Near Mint","English","Normal"
"2630",1,"Veinfire Borderpost","Alara Reborn","Near Mint","English","Foil"
"2631",1,"Choking Fumes","Mirrodin Besieged","Near Mint","English","Normal"
"2632",1,"Orochi Ranger","Champions of Kamigawa","Near Mint","English","Normal"
"2633",1,"Festercreep","Morningtide","Near Mint","English","Normal"
"2634",1,"Rampant Growth","Eighth Edition","Near Mint","English","Normal"
"2635",1,"Pillage","Alliances","Moderately Played","English","Normal"
"2636",3,"Tattered Drake","Ravnica: City of Guilds","Near Mint","English","Normal"
"2637",12,"Elder Mastery","Conflux","Near Mint","English","Normal"
"2638",1,"Clinging Darkness","Ravnica: City of Guilds","Near Mint","English","Normal"
"2639",5,"Horrifying Revelation","Mirrodin Besieged","Near Mint","English","Normal"
"2640",1,"Kiss of the Amesha","Shards of Alara","Near Mint","English","Normal"
"2641",1,"Cat Warriors","Chronicles","Near Mint","English","Normal"
"2642",1,"Demonmail Hauberk","Innistrad","Near Mint","English","Normal"
"2643",1,"War-Torch Goblin","Ravnica: City of Guilds","Near Mint","English","Normal"
"2644",2,"Summit Apes","Worldwake","Near Mint","English","Normal"
"2645",2,"Ferrovore","Scars of Mirrodin","Near Mint","English","Normal"
"2646",5,"Mirran Mettle","Mirrodin Besieged","Near Mint","English","Normal"
"2647",1,"Mirran Mettle","Mirrodin Besieged","Near Mint","English","Foil"
"2648",1,"Gore Vassal","Mirrodin Besieged","Near Mint","English","Normal"
"2649",5,"Drastic Revelation","Alara Reborn","Near Mint","English","Normal"
"2650",3,"Final-Sting Faerie","Morningtide","Near Mint","English","Normal"
"2651",2,"Scoria Elemental","Scars of Mirrodin","Near Mint","English","Normal"
"2652",2,"Disciple of Tevesh Szat","Coldsnap","Near Mint","English","Normal"
"2653",1,"Surge of Zeal","Ravnica: City of Guilds","Near Mint","English","Normal"
"2654",1,"Terraformer","Ravnica: City of Guilds","Near Mint","English","Normal"
"2655",3,"Burrenton Bombardier","Morningtide","Near Mint","English","Normal"
"2656",1,"Vedalken Anatomist","Mirrodin Besieged","Near Mint","English","Normal"
"2657",4,"Disperse","Morningtide","Near Mint","English","Normal"
"2658",5,"Frantic Salvage","Mirrodin Besieged","Near Mint","English","Normal"
"2659",3,"Avarice Totem","Fifth Dawn","Near Mint","English","Normal"
"2660",2,"Floodchaser","Morningtide","Near Mint","English","Normal"
"2661",3,"Smash","Ravnica: City of Guilds","Near Mint","English","Normal"
"2662",4,"Riddlesmith","Scars of Mirrodin","Near Mint","English","Foil"
"2663",4,"Guilty Conscience","Scourge","Near Mint","English","Normal"
"2664",1,"Rakeclaw Gargantuan","Shards of Alara","Near Mint","English","Foil"
"2665",1,"Sell-Sword Brute","Ravnica: City of Guilds","Near Mint","English","Normal"
"2666",3,"Skyward Eye Prophets","Conflux","Near Mint","English","Normal"
"2667",1,"Gate Hound","Ravnica: City of Guilds","Near Mint","English","Normal"
"2668",2,"Spell Contortion","Worldwake","Near Mint","English","Normal"
"2669",1,"Faerie Mechanist","Conflux","Near Mint","English","Normal"
"2670",1,"Karplusan Wolverine","Coldsnap","Near Mint","English","Normal"
"2671",3,"Might of Alara","Conflux","Near Mint","English","Normal"
"2672",1,"Gomazoa","Magic: The Gathering-Commander","Near Mint","English","Normal"
"2673",3,"Burrenton Shield-Bearers","Morningtide","Near Mint","English","Normal"
"2674",8,"Burn the Impure","Mirrodin Besieged","Near Mint","English","Normal"
"2675",1,"Fire-Field Ogre","Shards of Alara","Near Mint","English","Foil"
"2676",4,"Hearth Kami","Champions of Kamigawa","Near Mint","English","Normal"
"2677",1,"Undead Leotau","Shards of Alara","Near Mint","English","Foil"
"2678",3,"Woodlurker Mimic","Eventide","Near Mint","English","Normal"
"2679",6,"Blisterstick Shaman","Mirrodin Besieged","Near Mint","English","Normal"
"2680",6,"Vivisection","Mirrodin Besieged","Near Mint","English","Normal"
"2681",5,"Serum Raker","Mirrodin Besieged","Near Mint","English","Normal"
"2682",3,"Rune-Cervin Rider","Shadowmoor","Near Mint","English","Normal"
"2683",1,"Redeem the Lost","Morningtide","Near Mint","English","Normal"
"2684",1,"Savage Hunger","Shards of Alara","Near Mint","English","Foil"
"2685",1,"Juggernaut","Archenemy","Near Mint","English","Normal"
"2686",4,"Kithkin Shielddare","Shadowmoor","Near Mint","English","Normal"
"2687",3,"Reborn Hope","Alara Reborn","Near Mint","English","Normal"
"2688",3,"Kemba's Legion","Mirrodin Besieged","Near Mint","English","Normal"
"2689",5,"Captured Sunlight","Alara Reborn","Near Mint","English","Normal"
"2690",4,"Gnathosaur","Mirrodin Besieged","Near Mint","English","Normal"
"2691",1,"Blood Cultist","Shards of Alara","Near Mint","English","Foil"
"2692",1,"Sound the Call","Coldsnap","Near Mint","English","Normal"
"2693",1,"Altar's Reap","Innistrad","Near Mint","English","Normal"
"2694",2,"Frozen Solid","Coldsnap","Near Mint","English","Normal"
"2695",5,"Prodigal Pyromancer","Tenth Edition","Near Mint","English","Normal"
"2696",1,"Glint Hawk Idol","Scars of Mirrodin","Near Mint","English","Normal"
"2697",1,"Stasis Cell","Ravnica: City of Guilds","Near Mint","English","Normal"
"2698",1,"Sparkmage Apprentice","Ravnica: City of Guilds","Near Mint","English","Normal"
"2699",1,"Reroute","Ravnica: City of Guilds","Near Mint","English","Normal"
"2700",5,"Hexplate Golem","Mirrodin Besieged","Near Mint","English","Normal"
"2701",3,"About Face","Urza's Legacy","Near Mint","English","Normal"
"2702",9,"Dross Ripper","Mirrodin Besieged","Near Mint","English","Normal"
"2703",3,"Juvenile Gloomwidow","Shadowmoor","Near Mint","English","Normal"
"2704",1,"Votary of the Conclave","Ravnica: City of Guilds","Near Mint","English","Normal"
"2705",1,"Essence Drain","Darksteel","Near Mint","English","Normal"
"2706",1,"Lightning Talons","Shards of Alara","Near Mint","English","Foil"
"2707",4,"Glacial Ray","Champions of Kamigawa","Near Mint","English","Normal"
"2708",1,"Enormous Baloth","Tenth Edition","Near Mint","English","Normal"
"2709",1,"Grixis Grimblade","Alara Reborn","Near Mint","English","Foil"
"2710",1,"Dross Hopper","Scars of Mirrodin","Near Mint","English","Normal"
"2711",3,"Induce Paranoia","Ravnica: City of Guilds","Near Mint","English","Normal"
