,Name,Rarity,Quantity,Price,Expansion,Finish,Language,Condition
3794,Urza's Saga,Rare,8.0,50.0,Modern Horizons 2,Foil,English,NEAR MINT
3795,Urza's Saga (Showcase),Rare,6.0,50.0,Modern Horizons 2,Foil,English,NEAR MINT
4486,Sunken Ruins,Rare,3.0,50.0,Zendikar Expeditions,Foil,English,NEAR MINT
4510,Damnation,Rare,2.0,50.0,Planar Chaos,Foil,English,NEAR MINT
5045,"Kozilek, Butcher of Truth",Mythic,1.0,50.0,Modern Masters 2015,Foil,English,NEAR MINT
5046,"Kozilek, Butcher of Truth",Mythic,7.0,50.0,Modern Masters 2015,Normal,English,NEAR MINT
5116,Doubling Season,Rare,12.0,50.0,Ravnica,Normal,English,NEAR MINT
5166,Sacred Foundry,Rare,2.0,50.0,Ravnica,Foil,English,NEAR MINT
5180,Temple Garden,Rare,2.0,50.0,Ravnica,Foil,English,NEAR MINT
5358,Scion of the Ur-Dragon,Rare,2.0,50.0,Time Spiral,Foil,English,NEAR MINT
5428,Rhonas the Indomitable,S,1.0,50.0,Amonkhet Invocations,Foil,English,NEAR MINT
5430,Spell Pierce,S,2.0,50.0,Amonkhet Invocations,Foil,English,NEAR MINT
5435,The Scorpion God,,2.0,50.0,Amonkhet Invocations,Foil,English,NEAR MINT
5857,Counterbalance,Uncommon,2.0,50.0,Coldsnap,Foil,English,NEAR MINT
6094,Akroma's Memorial,Rare,2.0,50.0,Futuresight,Foil,English,NEAR MINT
6743,Time Warp,Mythic,1.0,50.0,M10 Core Set,Foil,English,NEAR MINT
6757,Abrupt Decay,S,1.0,50.0,Time Spiral Remastered,Foil,English,NEAR MINT
6778,Bojuka Bog,S,4.0,50.0,Time Spiral Remastered,Foil,English,NEAR MINT
6824,Gemstone Caverns,Mythic,3.0,50.0,Time Spiral Remastered,Foil,English,NEAR MINT
6856,Mystic Sanctuary,S,3.0,50.0,Time Spiral Remastered,Foil,English,NEAR MINT
6937,True-Name Nemesis,S,1.0,50.0,Time Spiral Remastered,Foil,English,NEAR MINT
8844,Ugin the Ineffable (JPN Alternate Art),Rare,2.0,50.0,War of the Spark,Foil,Japanese,NEAR MINT
8903,Dack Fayden,Mythic,2.0,50.0,Ravnica Allegiance Mythic Edition,Foil,English,NEAR MINT
8970,Liliana of the Veil,Mythic,3.0,50.0,Modern Masters 2017,Normal,English,NEAR MINT
9144,Tooth and Nail,Rare,2.0,50.0,Mirrodin,Foil,English,NEAR MINT
9211,Phyrexian Arena,Rare,3.0,50.0,8th Edition,Foil,English,NEAR MINT
9335,Extended Art Terror of the Peaks,Mythic,4.0,50.0,Core Set 2021,Foil,English,NEAR MINT
9883,"Avacyn, Angel of Hope",Mythic,2.0,50.0,Avacyn Restored,Foil,English,NEAR MINT
10000,Force of Negation,Rare,13.0,50.0,Modern Horizons,Normal,English,NEAR MINT
10093,"Urza, Lord High Artificer",Mythic,6.0,50.0,Modern Horizons,Normal,English,NEAR MINT
10310,Liliana of the Veil,Mythic,5.0,50.0,Innistrad,Normal,English,NEAR MINT
10324,Parallel Lives,Rare,4.0,50.0,Innistrad,Foil,English,NEAR MINT
10506,Sliver Hivelord,Mythic,4.0,50.0,M15 Core Set,Foil,English,NEAR MINT
10938,Rafiq of the Many,Mythic,1.0,50.0,Shards of Alara,Foil,English,NEAR MINT
11130,Eiganjo Castle,Rare,2.0,50.0,Champions of Kamigawa,Foil,English,NEAR MINT
11192,"Minamo, School at Water's Edge",Rare,2.0,50.0,Champions of Kamigawa,Foil,English,NEAR MINT
11205,Nature's Will,Rare,2.0,50.0,Champions of Kamigawa,Foil,English,NEAR MINT
11641,"Boseiju, Who Endures (Borderless)",Rare,3.0,50.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
12104,Phyrexian Obliterator,Mythic,2.0,50.0,New Phyrexia,Foil,English,NEAR MINT
12163,Argothian Enchantress,,4.0,50.0,Eternal Masters,Foil,English,NEAR MINT
3352,The Meathook Massacre,Mythic,4.0,48.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3353,The Meathook Massacre,Mythic,20.0,48.0,Innistrad  Midnight Hunt,Normal,English,NEAR MINT
5404,Counterbalance,S,4.0,48.0,Amonkhet Invocations,Foil,English,NEAR MINT
62,Extended Art Thassa's Oracle,Rare,12.0,45.0,Theros Beyond Death,Foil,English,NEAR MINT
367,Inkmoth Nexus,Rare,3.0,45.0,Mirrodin Besieged,Foil,English,NEAR MINT
1067,Ancient Tomb,Mythic,8.0,45.0,Zendikar Rising Expeditions,Normal,English,NEAR MINT
1096,Polluted Delta,Mythic,20.0,45.0,Zendikar Rising Expeditions,Normal,English,NEAR MINT
2383,Doubling Season,Rare,6.0,45.0,Modern Masters,Normal,English,NEAR MINT
2589,Hangarback Walker,S,4.0,45.0,Kaladesh Inventions,Foil,English,NEAR MINT
2911,Bloodstained Mire,Rare,2.0,45.0,Khans of Tarkir,Foil,English,NEAR MINT
3151,Doubling Cube,Rare,2.0,45.0,Fifth Dawn,Foil,English,NEAR MINT
3726,Scalding Tarn (Retro Frame),Rare,39.0,45.0,Modern Horizons 2,Normal,English,NEAR MINT
4440,Tormod's Crypt,Uncommon,2.0,45.0,Time Spiral Time Shifted,Foil,English,NEAR MINT
4979,Smothering Tithe,Rare,3.0,45.0,Ravnica Allegiance,Foil,English,NEAR MINT
5084,"Ulamog, the Infinite Gyre",Mythic,7.0,45.0,Modern Masters 2015,Normal,English,NEAR MINT
5906,Scrying Sheets,Rare,4.0,45.0,Coldsnap,Foil,English,NEAR MINT
6067,Savage Beating,Rare,2.0,45.0,Darksteel,Foil,English,NEAR MINT
6392,Mox Amber,Mythic,4.0,45.0,Dominaria,Foil,English,NEAR MINT
6500,Borderless Oko Thief of Crowns,Mythic,4.0,45.0,Throne of Eldraine,Foil,English,NEAR MINT
6565,Extended Art Questing Beast,Mythic,3.0,45.0,Throne of Eldraine,Foil,English,NEAR MINT
6844,Leyline of the Void,S,2.0,45.0,Time Spiral Remastered,Foil,English,NEAR MINT
6869,Path to Exile,S,3.0,45.0,Time Spiral Remastered,Foil,English,NEAR MINT
7400,Rise of the Dark Realms,Mythic,3.0,45.0,M14 Core Set,Foil,English,NEAR MINT
8022,Flusterstorm,Rare,3.0,45.0,Iconic Masters,Foil,English,NEAR MINT
8827,Sorin Vengeful Bloodlord (JPN Alternate Art),Rare,2.0,45.0,War of the Spark,Foil,Japanese,NEAR MINT
8908,"Tamiyo, the Moon Sage",Mythic,6.0,45.0,Ravnica Allegiance Mythic Edition,Foil,English,NEAR MINT
9077,Krark's Thumb,Rare,2.0,45.0,Mirrodin,Foil,English,NEAR MINT
9130,Talisman of Dominance,Uncommon,3.0,45.0,Mirrodin,Foil,English,NEAR MINT
9514,Chalice of the Void,Mythic,8.0,45.0,Masters 25,Normal,English,NEAR MINT
10102,"Yawgmoth, Thran Physician",Mythic,4.0,45.0,Modern Horizons,Foil,English,NEAR MINT
10591,Demonic Tutor,Mythic,8.0,45.0,Strixhaven Mystical Archive,Foil,English,NEAR MINT
11224,Sensei's Divining Top,Uncommon,6.0,45.0,Champions of Kamigawa,Normal,English,NEAR MINT
11288,"Mikaeus, the Unhallowed",Mythic,2.0,45.0,Dark Ascension,Foil,English,NEAR MINT
11718,"Jin-Gitaxias, Progress Tyrant (Showcase)",Mythic,1.0,45.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
11927,Grave Pact,Rare,2.0,45.0,9th Edition,Foil,English,NEAR MINT
11945,Mindslicer,Rare,2.0,45.0,9th Edition,Foil,English,NEAR MINT
12087,Mental Misstep,Uncommon,2.0,45.0,New Phyrexia,Foil,English,NEAR MINT
12100,Noxious Revival,Uncommon,2.0,45.0,New Phyrexia,Foil,English,NEAR MINT
12247,Sensei's Divining Top,,10.0,45.0,Eternal Masters,Normal,English,NEAR MINT
12256,Sylvan Library,,2.0,45.0,Eternal Masters,Foil,English,NEAR MINT
2580,Combustible Gearhulk,S,2.0,42.0,Kaladesh Inventions,Foil,English,NEAR MINT
261,"Zacama, Primal Calamity",Mythic,1.0,40.0,Rivals of Ixalan,Foil,English,NEAR MINT
351,Consecrated Sphinx,Mythic,2.0,40.0,Mirrodin Besieged,Foil,English,NEAR MINT
394,Sword of Feast and Famine,Mythic,10.0,40.0,Mirrodin Besieged,Normal,English,NEAR MINT
969,"Miren, the Moaning Well",Rare,1.0,40.0,Saviors of Kamigawa,Foil,English,NEAR MINT
1071,Bloodstained Mire,Mythic,20.0,40.0,Zendikar Rising Expeditions,Normal,English,NEAR MINT
1103,Scalding Tarn,Mythic,3.0,40.0,Zendikar Rising Expeditions,Foil,English,NEAR MINT
1115,Verdant Catacombs,Mythic,4.0,40.0,Zendikar Rising Expeditions,Foil,English,NEAR MINT
1119,Windswept Heath,Mythic,8.0,40.0,Zendikar Rising Expeditions,Foil,English,NEAR MINT
1288,Lighthouse Chronologist,Mythic,2.0,40.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1319,Splinter Twin,Rare,3.0,40.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1514,Greater Auramancy,Rare,4.0,40.0,Shadowmoor,Normal,English,NEAR MINT
2156,Mox Opal,Mythic,3.0,40.0,Scars of Mirrodin,Normal,English,NEAR MINT
2214,Wrenn and Seven,Mythic,2.0,40.0,Innistrad  Double Feature,Foil,English,NEAR MINT
2243,"Nykthos, Shrine to Nyx",Rare,3.0,40.0,Theros,Foil,English,NEAR MINT
2370,Chalice of the Void,Rare,5.0,40.0,Modern Masters,Normal,English,NEAR MINT
2506,Grand Arbiter Augustin IV,Rare,2.0,40.0,Dissension,Foil,English,NEAR MINT
2576,Champion's Helm,S,2.0,40.0,Kaladesh Inventions,Foil,English,NEAR MINT
2595,Mind's Eye,S,2.0,40.0,Kaladesh Inventions,Foil,English,NEAR MINT
2597,Noxious Gearhulk,S,3.0,40.0,Kaladesh Inventions,Foil,English,NEAR MINT
2612,Sundering Titan,S,2.0,40.0,Kaladesh Inventions,Foil,English,NEAR MINT
2657,Doubling Cube,Rare,2.0,40.0,10th Edition,Foil,English,NEAR MINT
2737,Time Stretch,Rare,2.0,40.0,10th Edition,Foil,English,NEAR MINT
3619,Fury (Borderless),Mythic,2.0,40.0,Modern Horizons 2,Foil,English,NEAR MINT
3967,Mosswort Bridge,Rare,2.0,40.0,Lorwyn,Foil,English,NEAR MINT
4489,Twilight Mire,Rare,3.0,40.0,Zendikar Expeditions,Foil,English,NEAR MINT
4711,Arid Mesa,Rare,3.0,40.0,Zendikar,Foil,English,NEAR MINT
5007,Bitterblossom,Mythic,4.0,40.0,Modern Masters 2015,Foil,English,NEAR MINT
5055,Mox Opal,Mythic,1.0,40.0,Modern Masters 2015,Foil,English,NEAR MINT
5056,Mox Opal,Mythic,7.0,40.0,Modern Masters 2015,Normal,English,NEAR MINT
5083,"Ulamog, the Infinite Gyre",Mythic,4.0,40.0,Modern Masters 2015,Foil,English,NEAR MINT
5299,Flagstones of Trokair,Rare,2.0,40.0,Time Spiral,Foil,English,NEAR MINT
5417,Hazoret the Fervent,S,2.0,40.0,Amonkhet Invocations,Foil,English,NEAR MINT
5596,"Uril, the Miststalker",Mythic,2.0,40.0,Alara Reborn,Foil,English,NEAR MINT
6542,Extended Art Embercleave,Mythic,4.0,40.0,Throne of Eldraine,Foil,English,NEAR MINT
6576,Extended Art The Great Henge,Mythic,1.0,40.0,Throne of Eldraine,Normal,English,NEAR MINT
6781,Chalice of the Void,S,18.0,40.0,Time Spiral Remastered,Normal,English,NEAR MINT
6809,Eternal Witness,S,4.0,40.0,Time Spiral Remastered,Foil,English,NEAR MINT
6864,Panharmonicon,S,2.0,40.0,Time Spiral Remastered,Foil,English,NEAR MINT
6875,Primeval Titan,S,1.0,40.0,Time Spiral Remastered,Foil,English,NEAR MINT
7204,Veil of Summer,Uncommon,8.0,40.0,Core Set 2020,Foil,English,NEAR MINT
7963,"Jace, the Mind Sculptor",Mythic,3.0,40.0,Worldwake,Normal,English,NEAR MINT
8044,Mana Drain,Mythic,4.0,40.0,Iconic Masters,Foil,English,NEAR MINT
8745,Finale of Devastation,Mythic,4.0,40.0,War of the Spark,Foil,English,NEAR MINT
8869,Dragonlord Dromoka,Mythic,3.0,40.0,Dragons of Tarkir,Foil,English,NEAR MINT
8907,Sorin Markov,Mythic,1.0,40.0,Ravnica Allegiance Mythic Edition,Foil,English,NEAR MINT
9043,Chalice of the Void,Rare,4.0,40.0,Mirrodin,Normal,English,NEAR MINT
9117,Seat of the Synod,Common,2.0,40.0,Mirrodin,Foil,English,NEAR MINT
9277,"Borderless Ugin, the Spirit Dragon",Mythic,10.0,40.0,Core Set 2021,Foil,English,NEAR MINT
9498,"Animar, Soul of Elements",Mythic,2.0,40.0,Masters 25,Foil,English,NEAR MINT
9914,"Gisela, Blade of Goldnight",Mythic,2.0,40.0,Avacyn Restored,Foil,English,NEAR MINT
9988,Echo of Eons,Mythic,2.0,40.0,Modern Horizons,Foil,English,NEAR MINT
10053,Serra the Benevolent,Mythic,3.0,40.0,Modern Horizons,Foil,English,NEAR MINT
10153,The Scarab God,Mythic,4.0,40.0,Hours of Devestation,Foil,English,NEAR MINT
10568,Counterspell (JP ALT ART),Rare,5.0,40.0,Strixhaven Mystical Archive,Foil,Japanese,NEAR MINT
10927,Mayael the Anima,Mythic,1.0,40.0,Shards of Alara,Foil,English,NEAR MINT
10952,"Sedris, the Traitor King",Mythic,2.0,40.0,Shards of Alara,Foil,English,NEAR MINT
11141,"Godo, Bandit Warlord",Rare,2.0,40.0,Champions of Kamigawa,Foil,English,NEAR MINT
11399,"Ghidorah, King of the Cosmos",Mythic,13.0,40.0,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
12067,"Elesh Norn, Grand Cenobite",Mythic,2.0,40.0,New Phyrexia,Foil,English,NEAR MINT
12077,"Jin-Gitaxias, Core Augur",Mythic,2.0,40.0,New Phyrexia,Foil,English,NEAR MINT
12133,Unwinding Clock,Rare,4.0,40.0,New Phyrexia,Foil,English,NEAR MINT
12211,"Jace, the Mind Sculptor",,1.0,40.0,Eternal Masters,Foil,English,NEAR MINT
977,"Oboro, Palace in the Clouds",Rare,2.0,40.0,Saviors of Kamigawa,Normal,English,LIGHT PLAY
1516,Greater Auramancy,Rare,4.0,40.0,Shadowmoor,Normal,English,LIGHT PLAY
5118,Doubling Season,Rare,4.0,40.0,Ravnica,Normal,English,LIGHT PLAY
9041,Chalice of the Void,Rare,6.0,40.0,Mirrodin,Normal,English,LIGHT PLAY
4460,Eye of Ugin,Rare,2.0,38.0,Zendikar Expeditions,Foil,English,NEAR MINT
12193,Enlightened Tutor,,14.0,38.0,Eternal Masters,Normal,English,NEAR MINT
50,Extended Art Shadowspear,Rare,4.0,36.0,Theros Beyond Death,Foil,English,NEAR MINT
252,Twilight Prophet,Mythic,4.0,36.0,Rivals of Ixalan,Foil,English,NEAR MINT
1085,Flooded Strand,Mythic,20.0,36.0,Zendikar Rising Expeditions,Normal,English,NEAR MINT
1120,Wooded Foothills,Mythic,16.0,36.0,Zendikar Rising Expeditions,Normal,English,NEAR MINT
4457,Cascade Bluffs,Rare,4.0,36.0,Zendikar Expeditions,Foil,English,NEAR MINT
6082,Sword of Fire and Ice,Rare,4.0,36.0,Darksteel,Normal,English,NEAR MINT
6634,The Great Henge,Mythic,2.0,36.0,Throne of Eldraine,Foil,English,NEAR MINT
11947,Phyrexian Arena,Rare,4.0,36.0,9th Edition,Foil,English,NEAR MINT
12229,Necropotence,,4.0,36.0,Eternal Masters,Foil,English,NEAR MINT
23,Extended Art Dryad of the Ilysian Grove,Rare,1.0,35.0,Theros Beyond Death,Foil,English,NEAR MINT
67,Extended Art Underworld Breach,Rare,3.0,35.0,Theros Beyond Death,Foil,English,NEAR MINT
928,"Erayo, Soratami Ascendant",Rare,2.0,35.0,Saviors of Kamigawa,Foil,English,NEAR MINT
1092,Misty Rainforest,Mythic,4.0,35.0,Zendikar Rising Expeditions,Normal,English,NEAR MINT
1102,Scalding Tarn,Mythic,5.0,35.0,Zendikar Rising Expeditions,Normal,English,NEAR MINT
1256,"Emrakul, the Aeons Torn",Mythic,3.0,35.0,Rise of the Eldrazi ,Normal,English,NEAR MINT
1269,Inquisition of Kozilek,Uncommon,3.0,35.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1453,Tezzeret the Seeker,Mythic,3.0,35.0,War of the Spark Mythic Edition,Foil,English,NEAR MINT
1577,Savor the Moment,Rare,1.0,35.0,Shadowmoor,Foil,English,NEAR MINT
2256,Swan Song,Rare,4.0,35.0,Theros,Foil,English,NEAR MINT
2465,Sword of Fire and Ice,Mythic,6.0,35.0,Modern Masters,Normal,English,NEAR MINT
2472,Tooth and Nail,Rare,2.0,35.0,Modern Masters,Foil,English,NEAR MINT
2504,Ghost Quarter,Uncommon,2.0,35.0,Dissension,Foil,English,NEAR MINT
2605,Sculpting Steel,S,2.0,35.0,Kaladesh Inventions,Foil,English,NEAR MINT
2611,Steel Overseer,S,4.0,35.0,Kaladesh Inventions,Foil,English,NEAR MINT
2620,Vedalken Shackles,S,2.0,35.0,Kaladesh Inventions,Foil,English,NEAR MINT
2651,Crucible of Worlds,Rare,3.0,35.0,10th Edition,Foil,English,NEAR MINT
2683,Hurkyl's Recall,Rare,2.0,35.0,10th Edition,Foil,English,NEAR MINT
2735,Time Stop,Rare,2.0,35.0,10th Edition,Foil,English,NEAR MINT
2745,Underground River,Rare,2.0,35.0,10th Edition,Foil,English,NEAR MINT
2949,Wooded Foothills,Rare,1.0,35.0,Khans of Tarkir,Foil,English,NEAR MINT
3163,Fist of Suns,Rare,2.0,35.0,Fifth Dawn,Foil,English,NEAR MINT
3174,Krark-Clan Ironworks,Uncommon,2.0,35.0,Fifth Dawn,Foil,English,NEAR MINT
3743,Solitude,Mythic,2.0,35.0,Modern Horizons 2,Foil,English,NEAR MINT
3745,Solitude (Borderless),Mythic,20.0,35.0,Modern Horizons 2,Normal,English,NEAR MINT
3901,Auntie's Hovel,Rare,3.0,35.0,Lorwyn,Foil,English,NEAR MINT
3913,Cryptic Command,Rare,2.0,35.0,Lorwyn,Foil,English,NEAR MINT
3956,Liliana Vess,Rare,2.0,35.0,Lorwyn,Foil,English,NEAR MINT
4467,Graven Cairns,Rare,3.0,35.0,Zendikar Expeditions,Foil,English,NEAR MINT
4651,"Kira, Great Glass-Spinner",Rare,2.0,35.0,Betrayers of Kamigawa,Foil,English,NEAR MINT
4659,Mirror Gallery,Rare,2.0,35.0,Betrayers of Kamigawa,Foil,English,NEAR MINT
5023,"Emrakul, the Aeons Torn",Mythic,1.0,35.0,Modern Masters 2015,Foil,English,NEAR MINT
5098,Chord of Calling,Rare,2.0,35.0,Ravnica,Foil,English,NEAR MINT
5168,"Savra, Queen of the Golgari",Rare,2.0,35.0,Ravnica,Foil,English,NEAR MINT
5392,Armageddon,,3.0,35.0,Amonkhet Invocations,Foil,English,NEAR MINT
5420,Loyal Retainers,S,2.0,35.0,Amonkhet Invocations,Foil,English,NEAR MINT
5422,Mind Twist,S,2.0,35.0,Amonkhet Invocations,Foil,English,NEAR MINT
5972,Phantasmal Image,Rare,3.0,35.0,M12 Core Set,Foil,English,NEAR MINT
6536,Extended Art Castle Vantress,Rare,2.0,35.0,Throne of Eldraine,Foil,English,NEAR MINT
6544,Extended Art Emry Lurker of the Loch,Rare,2.0,35.0,Throne of Eldraine,Foil,English,NEAR MINT
6851,Monastery Swiftspear,S,4.0,35.0,Time Spiral Remastered,Foil,English,NEAR MINT
8012,"Avacyn, Angel of Hope",Mythic,3.0,35.0,Iconic Masters,Foil,English,NEAR MINT
8050,Necropotence,Mythic,4.0,35.0,Iconic Masters,Foil,English,NEAR MINT
8711,Ashiok Dream Render (JPN Alternate Art),Uncommon,2.0,35.0,War of the Spark,Foil,Japanese,NEAR MINT
8721,Chandra Fire Artisan (JPN Alternate Art),Rare,2.0,35.0,War of the Spark,Foil,Japanese,NEAR MINT
8755,Gideon Blackblade (JPN Alternate Art),Mythic,2.0,35.0,War of the Spark,Foil,Japanese,NEAR MINT
9165,Blood Moon,Rare,2.0,35.0,8th Edition,Foil,English,NEAR MINT
9394,"Showcase Ugin, the Spirit Dragon (285)",Mythic,6.0,35.0,Core Set 2021,Foil,English,NEAR MINT
9547,"Jace, the Mind Sculptor",Mythic,6.0,35.0,Masters 25,Normal,English,NEAR MINT
9548,"Jace, the Mind Sculptor",Mythic,1.0,35.0,Masters 25,Foil,English,NEAR MINT
10035,"Morophon, the Boundless",Mythic,4.0,35.0,Modern Horizons,Foil,English,NEAR MINT
10071,Sunbaked Canyon,Rare,5.0,35.0,Modern Horizons,Foil,English,NEAR MINT
10142,"Razaketh, the Foulblooded",Mythic,1.0,35.0,Hours of Devestation,Foil,English,NEAR MINT
10593,Demonic Tutor (Foil Etched),Mythic,4.0,35.0,Strixhaven Mystical Archive,Normal,English,NEAR MINT
10736,Teferi's Protection,Mythic,4.0,35.0,Strixhaven Mystical Archive,Foil,English,NEAR MINT
10738,Teferi's Protection (JP ALT ART),Mythic,4.0,35.0,Strixhaven Mystical Archive,Foil,Japanese,NEAR MINT
11186,Marrow-Gnawer,Rare,2.0,35.0,Champions of Kamigawa,Foil,English,NEAR MINT
11242,Uba Mask,Rare,2.0,35.0,Champions of Kamigawa,Foil,English,NEAR MINT
11385,Extended Art Winota Joiner Of Forces,Mythic,3.0,35.0,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
11929,Greater Good,Rare,2.0,35.0,9th Edition,Foil,English,NEAR MINT
12008,Allosaurus Shepherd,Mythic,9.0,35.0,Jumpstart,Normal,English,NEAR MINT
12080,Karn Liberated,Mythic,2.0,35.0,New Phyrexia,Foil,English,NEAR MINT
12212,"Jace, the Mind Sculptor",,4.0,35.0,Eternal Masters,Normal,English,NEAR MINT
1285,"Kozilek, Butcher of Truth",Mythic,4.0,35.0,Rise of the Eldrazi ,Normal,English,LIGHT PLAY
3549,Waves of Aggression,Rare,2.0,33.0,Eventide,Foil,English,NEAR MINT
3606,Endurance,Mythic,1.0,33.0,Modern Horizons 2,Foil,English,NEAR MINT
4463,Flooded Grove,Rare,4.0,33.0,Zendikar Expeditions,Foil,English,NEAR MINT
363,Green Sun's Zenith,Rare,1.0,32.0,Mirrodin Besieged,Foil,English,NEAR MINT
2933,Polluted Delta,Rare,24.0,32.0,Khans of Tarkir,Normal,English,NEAR MINT
2948,Windswept Heath,Rare,4.0,32.0,Khans of Tarkir,Foil,English,NEAR MINT
4843,Crucible of Worlds,Mythic,4.0,32.0,Core Set 2019,Foil,English,NEAR MINT
5919,Thrumming Stone,Rare,3.0,32.0,Coldsnap,Normal,English,NEAR MINT
8791,"Liliana, Dreadhorde General",Mythic,2.0,32.0,War of the Spark,Foil,English,NEAR MINT
9105,Proteus Staff,Rare,2.0,32.0,Mirrodin,Foil,English,NEAR MINT
10203,Bitterblossom,Rare,6.0,32.0,Morningtide,Normal,English,NEAR MINT
11376,Extended Art Shark Typhoon,Rare,7.0,32.0,Ikoria Lair of Behemoths,Foil,English,NEAR MINT
11643,"Boseiju, Who Endures (Extended Art)",Rare,2.0,32.0,Kamigawa  Neon Dynasty,Foil,English,NEAR MINT
12213,Karakas,,1.0,32.0,Eternal Masters,Foil,English,NEAR MINT
12261,Vampiric Tutor,,10.0,32.0,Eternal Masters,Normal,English,NEAR MINT
12294,"Emrakul, the Promised End",,12.0,32.0,Eldritch Moon,Normal,English,NEAR MINT
357,Darksteel Plate,Rare,2.0,30.0,Mirrodin Besieged,Foil,English,NEAR MINT
377,Phyrexian Crusader,Rare,2.0,30.0,Mirrodin Besieged,Foil,English,NEAR MINT
613,Tiamat (Borderless),Mythic,3.0,30.0,Adventures in the Forgotten Realms,Foil,English,NEAR MINT
911,"Xenagos, God of Revels",Mythic,1.0,30.0,Born of the Gods,Foil,English,NEAR MINT
999,Skyfire Kirin,Rare,2.0,30.0,Saviors of Kamigawa,Foil,English,NEAR MINT
1099,Prismatic Vista,Mythic,7.0,30.0,Zendikar Rising Expeditions,Foil,English,NEAR MINT
1297,Nirkana Revenant,Mythic,2.0,30.0,Rise of the Eldrazi ,Foil,English,NEAR MINT
1361,Shattering Spree,Uncommon,2.0,30.0,Guildpact,Foil,English,NEAR MINT
1490,Enchanted Evening,Rare,2.0,30.0,Shadowmoor,Foil,English,NEAR MINT
1563,Prismatic Omen,Rare,2.0,30.0,Shadowmoor,Foil,English,NEAR MINT
1593,Umbral Mantle,Uncommon,2.0,30.0,Shadowmoor,Foil,English,NEAR MINT
2038,Breeding Pool,Rare,4.0,30.0,Gatecrash,Foil,English,NEAR MINT
2065,Hellkite Tyrant,Mythic,4.0,30.0,Gatecrash,Foil,English,NEAR MINT
2102,Blackcleave Cliffs,Rare,2.0,30.0,Scars of Mirrodin,Foil,English,NEAR MINT
2203,Wurmcoil Engine,Mythic,2.0,30.0,Scars of Mirrodin,Foil,English,NEAR MINT
2206,Hallowed Haunting,Mythic,1.0,30.0,Innistrad  Double Feature,Foil,English,NEAR MINT
2209,Necroduality,Mythic,2.0,30.0,Innistrad  Double Feature,Foil,English,NEAR MINT
2292,"Gishath, Sun's Avatar",Mythic,2.0,30.0,Ixalan,Foil,English,NEAR MINT
2376,Dark Confidant,Mythic,2.0,30.0,Modern Masters,Foil,English,NEAR MINT
2405,Grand Arbiter Augustin IV,Rare,2.0,30.0,Modern Masters,Foil,English,NEAR MINT
2547,Tidespout Tyrant,Rare,1.0,30.0,Dissension,Foil,English,NEAR MINT
2583,Duplicant,S,3.0,30.0,Kaladesh Inventions,Foil,English,NEAR MINT
2624,Abundance,Rare,2.0,30.0,10th Edition,Foil,English,NEAR MINT
2695,Lord of the Undead,Rare,2.0,30.0,10th Edition,Foil,English,NEAR MINT
2733,Sulfurous Springs,Rare,2.0,30.0,10th Edition,Foil,English,NEAR MINT
2880,Master of Cruelties,Mythic,1.0,30.0,Dragon s Maze,Foil,English,NEAR MINT
3187,Plunge into Darkness,Rare,1.0,30.0,Fifth Dawn,Foil,English,NEAR MINT
3228,"Arlinn, the Pack's Hope / Arlinn, the Moon's Fury (Showcase)",Mythic,3.0,30.0,Innistrad  Midnight Hunt,Foil,English,NEAR MINT
3489,Glen Elendra Archmage,Rare,2.0,30.0,Eventide,Foil,English,NEAR MINT
3611,Esper Sentinel,Rare,16.0,30.0,Modern Horizons 2,Foil,English,NEAR MINT
3674,Misty Rainforest (Retro Frame),Rare,29.0,30.0,Modern Horizons 2,Normal,English,NEAR MINT
3744,Solitude,Mythic,17.0,30.0,Modern Horizons 2,Normal,English,NEAR MINT
3801,Verdant Catacombs (Retro Frame),Rare,1.0,30.0,Modern Horizons 2,Foil,English,NEAR MINT
3851,Liliana of the Dark Realms,Mythic,3.0,30.0,M13 Core Set,Foil,English,NEAR MINT
3897,Ajani Goldmane,Rare,2.0,30.0,Lorwyn,Foil,English,NEAR MINT
3937,Gilt-Leaf Palace,Rare,2.0,30.0,Lorwyn,Foil,English,NEAR MINT
3971,Nath of the Gilt-Leaf,Rare,2.0,30.0,Lorwyn,Foil,English,NEAR MINT
4009,Timber Protector,Rare,2.0,30.0,Lorwyn,Foil,English,NEAR MINT
4024,"Wort, Boggart Auntie",Rare,2.0,30.0,Lorwyn,Foil,English,NEAR MINT
4405,Darkness,Common,2.0,30.0,Time Spiral Time Shifted,Foil,English,NEAR MINT
4469,Horizon Canopy,Rare,1.0,30.0,Zendikar Expeditions,Foil,English,NEAR MINT
4708,Archive Trap,Rare,1.0,30.0,Zendikar,Foil,English,NEAR MINT
4719,Bloodchief Ascension,Rare,2.0,30.0,Zendikar,Foil,English,NEAR MINT
