Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified
"4","4","Virulent Wound","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:20.710891"
"3","3","Induce Paranoia","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:20.671604"
"1","1","Dross Hopper","Scars of Mirrodin","Near Mint","English","","","2022-02-27 02:36:20.638835"
"1","1","Grixis Grimblade","Alara Reborn","Near Mint","English","foil","","2022-02-27 02:36:20.627514"
"1","1","Enormous Baloth","Tenth Edition","Near Mint","English","","","2022-02-27 02:36:20.615965"
"4","4","Glacial Ray","Champions of Kamigawa","Near Mint","English","","","2022-02-27 02:36:20.602973"
"1","1","Lightning Talons","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:20.559923"
"1","1","Essence Drain","Darksteel","Near Mint","English","","","2022-02-27 02:36:20.547745"
"1","1","Votary of the Conclave","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:20.535014"
"3","3","Juvenile Gloomwidow","Shadowmoor","Near Mint","English","","","2022-02-27 02:36:20.521176"
"9","9","Dross Ripper","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:20.488380"
"3","3","About Face","Urza's Legacy","Near Mint","English","","","2022-02-27 02:36:20.391499"
"5","5","Hexplate Golem","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:20.358183"
"1","1","Reroute","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:20.299986"
"1","1","Sparkmage Apprentice","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:20.289021"
"1","1","Stasis Cell","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:20.277347"
"1","1","Glint Hawk Idol","Scars of Mirrodin","Near Mint","English","","","2022-02-27 02:36:20.266014"
"5","5","Prodigal Pyromancer","Tenth Edition","Near Mint","English","","","2022-02-27 02:36:20.257735"
"2","2","Frozen Solid","Coldsnap","Near Mint","English","","","2022-02-27 02:36:20.213755"
"1","1","Altar's Reap","Innistrad","Near Mint","English","","","2022-02-27 02:36:20.196001"
"1","1","Sound the Call","Coldsnap","Near Mint","English","","","2022-02-27 02:36:20.181924"
"1","1","Armored Transport","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.986359"
"1","1","Frontline Medic","Gatecrash","Near Mint","English","foil","","2022-02-27 02:36:15.977086"
"2","2","Mortus Strider","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.965444"
"2","2","Totally Lost","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.947520"
"2","2","Totally Lost","Gatecrash","Near Mint","English","foil","","2022-02-27 02:36:15.939266"
"1","1","Gutter Skulk","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.923391"
"1","1","Primal Visitation","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.914379"
"2","2","Skygames","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.905346"
"5","5","Sluiceway Scorpion","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:15.417737"
"5","5","Batterhorn","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:15.375090"
"9","9","Skull Rend","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:15.332967"
"4","4","Frostburn Weird","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:15.267144"
"6","6","Doorkeeper","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:15.158906"
"14","14","Azorius Arrester","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:15.093897"
"5","5","Swift Justice","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.961115"
"4","4","Drainpipe Vermin","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.917733"
"2","2","Tavern Swindler","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.881219"
"2","2","Thoughtflare","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.862175"
"1","1","Rites of Reaping","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:14.841794"
"14","14","Launch Party","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.830533"
"10","10","Stonefare Crocodile","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.712295"
"7","7","Voidwielder","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.629349"
"9","9","Downsize","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.571657"
"11","11","Concordia Pegasus","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.497405"
"7","7","Search Warrant","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.416489"
"7","7","Cobblebrute","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.359234"
"6","6","Pursuit of Flight","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.300810"
"2","2","Spawn of Rix Maadi","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.249777"
"5","5","Terrus Wurm","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.232697"
"1","1","Slime Molding","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.191552"
"7","7","Sunspire Griffin","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.180098"
"3","3","Soul Tithe","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.114638"
"1","1","Dreg Mangler","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:14.088943"
"2","2","Security Blockade","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.078821"
"11","11","Catacomb Slug","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:14.060293"
"2","2","Archweaver","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.962401"
"1","1","Lyev Skyknight","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.944385"
"3","3","Izzet Keyrune","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:13.933231"
"1","1","Civic Saber","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.924340"
"8","8","Viashino Racketeer","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.915179"
"10","10","Isperia's Skywatch","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.843544"
"2","2","Hussar Patrol","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.754787"
"4","4","Spread the Sickness","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:18.277273"
"3","3","Pistus Strike","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:18.243011"
"1","1","Cancel","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:18.217888"
"2","2","Lumengrid Drake","Scars of Mirrodin","Near Mint","English","","","2022-02-27 02:36:18.209018"
"1","1","Instill Furor","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:18.192660"
"3","3","Blazing Torch","Zendikar","Near Mint","English","","","2022-02-27 02:36:18.183232"
"5","5","Smolder Initiate","Shadowmoor","Near Mint","English","","","2022-02-27 02:36:18.150703"
"2","2","Wild Griffin","Tenth Edition","Near Mint","English","","","2022-02-27 02:36:18.108836"
"5","5","Tine Shrike","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:18.091558"
"2","2","Tower Gargoyle","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:18.049047"
"1","1","Shared Discovery","Rise of the Eldrazi","Near Mint","English","","","2022-02-27 02:36:18.040821"
"1","1","Kjeldoran Javelineer","Coldsnap","Near Mint","English","","","2022-02-27 02:36:18.031690"
"3","3","Boggart Arsonists","Shadowmoor","Near Mint","English","","","2022-02-27 02:36:18.022535"
"2","2","Soul's Might","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:17.997239"
"1","1","Aggressive Urge","Tenth Edition","Near Mint","English","","","2022-02-27 02:36:17.989485"
"3","3","Myr Sire","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:17.980706"
"1","1","Memnite","Scars of Mirrodin","Good (Lightly Played)","English","foil","","2022-02-27 02:36:17.953687"
"7","7","Illusory Demon","Alara Reborn","Near Mint","English","","","2022-02-27 02:36:17.943307"
"1","1","Vertigo Spawn","Guildpact","Near Mint","English","","","2022-02-27 02:36:17.877716"
"2","2","Ronom Hulk","Coldsnap","Near Mint","English","","","2022-02-27 02:36:17.868500"
"1","1","Neurok Invisimancer","Scars of Mirrodin","Near Mint","English","","","2022-02-27 02:36:17.851870"
"1","1","Skarrgan Skybreaker","Guildpact","Near Mint","English","","","2022-02-27 02:36:17.842983"
"3","3","Viashino Slasher","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:17.831971"
"1","1","Shatter","Mirrodin","Near Mint","English","","","2022-02-27 02:36:17.805038"
"2","2","Pulling Teeth","Morningtide","Near Mint","English","","","2022-02-27 02:36:17.787348"
"4","4","Tangle Mantis","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:17.769784"
"3","3","Azorius Justiciar","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.737550"
"4","4","Inaction Injunction","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.708729"
"7","7","Seller of Songbirds","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.672207"
"7","7","Keening Apparition","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.541534"
"1","1","Deviant Glee","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.482955"
"8","8","Auger Spree","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.474459"
"3","3","Cremate","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.402471"
"2","2","Minotaur Aggressor","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.339370"
"5","5","Tower Drake","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.322370"
"10","10","Inspiration","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.273555"
"1","1","Rootborn Defenses","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.182697"
"1","1","Dark Revenant","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.172594"
"6","6","Chorus of Might","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.163533"
"13","13","Paralyzing Grasp","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.114255"
"4","4","Stab Wound","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.004153"
"1","1","Sewer Shambler","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.968078"
"8","8","Cancel","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.959554"
"2","2","Slum Reaper","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.883446"
"4","4","Trained Caracal","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.864833"
"10","10","Knightly Valor","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.823349"
"1","1","Chronic Flooding","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.742944"
"7","7","Eyes in the Skies","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.733420"
"11","11","Axebane Stag","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.667717"
"2","2","Aquus Steed","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.578109"
"10","10","Explosive Impact","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.560239"
"3","3","Brushstrider","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.477533"
"4","4","Bellows Lizard","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.450501"
"4","4","Rubbleback Rhino","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.410626"
"7","7","Daggerdrome Imp","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.369935"
"7","7","Avenging Arrow","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.293918"
"1","1","Fall of the Gavel","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.220574"
"7","7","Annihilating Fire","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.209555"
"2","2","Selesnya Guildgate","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.134091"
"4","4","Aerial Predation","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.112838"
"4","4","Trestle Troll","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.070148"
"2","2","Gatecreeper Vine","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:12.029994"
"9","9","Trostani's Judgment","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.942094"
"9","9","Mind Rot","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.860777"
"12","12","Crosstown Courier","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:11.779200"
"4","4","Grisly Spectacle","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.885433"
"1","1","Shadow Slice","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.845803"
"1","1","Deathcult Rogue","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.833700"
"2","2","Slate Street Ruffian","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.822034"
"1","1","Shadow Alley Denizen","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.801441"
"1","1","Leyline Phantom","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.790870"
"1","1","Furious Resistance","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.781177"
"2","2","Midnight Recovery","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.770800"
"1","1","Basilica Guards","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.754550"
"1","1","Ruination Wurm","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.745358"
"1","1","Tin Street Market","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.736807"
"1","1","Dinrova Horror","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.727862"
"2","2","Scorchwalker","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.717883"
"1","1","Shielded Passage","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.698716"
"1","1","Miming Slime","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.688523"
"2","2","Ember Beast","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.678494"
"1","1","Skyknight Legionnaire","Gatecrash","Near Mint","English","","","2022-02-27 02:36:15.656740"
"1","1","Destroy the Evidence","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:15.647645"
"2","2","Destroy the Evidence","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:15.639055"
"11","11","Urban Burgeoning","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:15.622321"
"2","2","Faerie Impostor","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:15.528888"
"2","2","Perilous Shadow","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:15.508621"
"2","2","Dead Reveler","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:15.491238"
"7","7","Ogre Jailbreaker","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:15.474369"
"1","1","Coordinated Barrage","Morningtide","Near Mint","English","","","2022-02-27 02:36:10.372563"
"1","1","Rapacious One","Commander","Near Mint","English","","","2022-02-27 02:36:10.362520"
"4","4","Hivestone","Time Spiral ""Timeshifted""","Near Mint","English","foil","","2022-02-27 02:36:10.352772"
"6","6","Morbid Plunder","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:10.319160"
"5","5","Turn the Tide","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:10.269602"
"1","1","Coalhauler Swine","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:10.227438"
"3","3","Vedalken Dismisser","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:10.218195"
"4","4","Skulking Ghost","Mirage","Near Mint","English","","","2022-02-27 02:36:10.193667"
"1","1","Screeching Griffin","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:10.151105"
"1","1","Bone Splinters","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:10.141304"
"4","4","Gust-Skimmer","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:10.132135"
"3","3","Guardians of Akrasa","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:10.098965"
"7","7","Riot Spikes","Dissension","Near Mint","English","","","2022-02-27 02:36:10.090513"
"2","2","Goblin Spelunkers","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:10.025773"
"1","1","Metallic Mastery","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:09.986567"
"1","1","Frost Raptor","Coldsnap","Near Mint","English","","","2022-02-27 02:36:09.976948"
"1","1","Selesnya Guildmage","Archenemy","Near Mint","English","","","2022-02-27 02:36:09.967329"
"2","2","Forfend","Morningtide","Near Mint","English","","","2022-02-27 02:36:09.955864"
"3","3","Seething Pathblazer","Morningtide","Near Mint","English","","","2022-02-27 02:36:09.937929"
"2","2","Etherium Astrolabe","Shards of Alara","Near Mint","English","","","2022-02-27 02:36:09.909088"
"10","10","Vithian Stinger","Shards of Alara","Near Mint","English","","","2022-02-27 02:36:09.890587"
"2","2","Instill Infection","Scars of Mirrodin","Near Mint","English","","","2022-02-27 02:36:09.790029"
"3","3","Kithkin Zephyrnaut","Morningtide","Near Mint","English","","","2022-02-27 02:36:09.772055"
"7","7","Spire Serpent","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:09.737565"
"5","5","Quicksilver Geyser","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:09.667355"
"1","1","Disturbing Plot","Shadowmoor","Near Mint","English","","","2022-02-27 02:36:09.622722"
"7","7","Crush","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:09.612203"
"2","2","Spiraling Duelist","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:09.546590"
"7","7","Order of the Golden Cricket","Morningtide","Near Mint","English","","","2022-02-27 02:36:09.526975"
"1","1","Defensive Maneuvers","Onslaught","Near Mint","English","","","2022-02-27 02:36:09.466520"
"2","2","Stingmoggie","Morningtide","Near Mint","English","","","2022-02-27 02:36:09.456957"
"3","3","Surging Aether","Coldsnap","Near Mint","English","","","2022-02-27 02:36:09.439498"
"1","1","Rhox Charger","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:09.413302"
"6","6","Caustic Hound","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:09.405056"
"2","2","Into the Core","Mirrodin Besieged","Near Mint","English","","","2022-02-27 02:36:09.357543"
"2","2","Lunk Errant","Morningtide","Near Mint","English","","","2022-02-27 02:36:09.339537"
"1","1","Mire Boa","Planar Chaos","Near Mint","English","","","2022-02-27 02:36:09.319527"
"2","2","Benevolent Ancestor","Ravnica: City of Guilds","Near Mint","English","","","2022-02-27 02:36:09.308693"
"2","2","Memnite","Scars of Mirrodin","Near Mint","English","foil","","2022-02-27 02:36:09.225154"
"2","2","Ornithopter","Magic 2015 Core Set","Near Mint","English","foil","","2022-02-27 02:36:09.201567"
"3","3","Artful Dodge","Dark Ascension","Near Mint","English","foil","","2022-02-27 02:36:09.167935"
"3","3","Dakmor Salvage","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:09.158045"
"2","2","Master the Way","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:09.136202"
"1","1","Glacial Crasher","Magic 2015 Core Set","Near Mint","English","foil","","2022-02-27 02:36:09.126753"
"2","2","Festergloom","Magic 2015 Core Set","Near Mint","English","foil","","2022-02-27 02:36:09.115653"
"1","1","Mind Rot","Magic 2015 Core Set","Near Mint","English","foil","","2022-02-27 02:36:09.106385"
"1","1","Hubris","Journey into Nyx","Near Mint","English","foil","","2022-02-27 02:36:09.097611"
"1","1","Force Away","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:09.077184"
"1","1","Glint","Dragons of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:09.047054"
"1","1","Abzan Advantage","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:09.038253"
"1","1","Conifer Strider","Dragons of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:09.027349"
"4","4","Grim Lavamancer","Premium Deck Series: Fire and Lightning","Near Mint","English","foil","","2022-02-27 02:36:08.845961"
"1","1","Soilshaper","Champions of Kamigawa","Near Mint","English","foil","","2022-02-27 02:36:08.777075"
"4","4","Nameless Inversion","Modern Masters 2015 Edition","Near Mint","English","foil","","2022-02-27 02:36:08.768021"
"1","1","Barbarian Ring","Premium Deck Series: Fire and Lightning","Near Mint","English","foil","","2022-02-27 02:36:08.612891"
"4","4","Peer Through Depths","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:08.603923"
"3","3","Forbidden Orchard","From the Vault: Realms","Near Mint","English","foil","","2022-02-27 02:36:08.570489"
"1","1","Skarrgan Firebird","Modern Masters 2015 Edition","Near Mint","English","foil","","2022-02-27 02:36:08.554355"
"1","1","Giant Dustwasp","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:08.535812"
"1","1","Thundering Giant","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:08.516490"
"1","1","Aether Spellbomb","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:08.496867"
"2","2","Gleam of Resistance","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:08.485692"
"2","2","Rift Elemental","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:08.477212"
"1","1","Erratic Mutation","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:08.469493"
"9","9","Runewing","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:13.614391"
"2","2","Marsh Flitter","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:08.451729"
"1","1","Torrent of Stone","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:08.443074"
"1","1","Pardic Dragon","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:08.433156"
"2","2","Bound in Silence","Modern Masters","Near Mint","English","foil","","2022-02-27 02:36:08.386230"
"1","1","Deserter's Quarters","Journey into Nyx","Near Mint","English","foil","","2022-02-27 02:36:07.332762"
"1","1","Abzan Banner","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:07.323642"
"2","2","Sultai Banner","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:07.312353"
"1","1","Heart-Piercer Bow","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:07.303606"
"1","1","Wizard Replica","Mirrodin","Near Mint","English","foil","","2022-02-27 02:36:07.264640"
"1","1","Neurok Hoversail","Mirrodin","Near Mint","English","foil","","2022-02-27 02:36:07.255970"
"1","1","Strandwalker","Mirrodin Besieged","Near Mint","English","foil","","2022-02-27 02:36:07.247360"
"2","2","Darksteel Axe","Modern Masters 2015 Edition","Near Mint","English","foil","","2022-02-27 02:36:07.147303"
"1","1","Loyal Pegasus","Born of the Gods","Near Mint","English","foil","","2022-02-27 02:36:07.120411"
"1","1","Bomber Corps","Gatecrash","Near Mint","English","foil","","2022-02-27 02:36:07.112553"
"2","2","Spark Elemental","Premium Deck Series: Fire and Lightning","Near Mint","English","foil","","2022-02-27 02:36:07.103008"
"1","1","Reckless Reveler","Born of the Gods","Near Mint","English","foil","","2022-02-27 02:36:07.095513"
"1","1","Stingmoggie","Morningtide","Near Mint","English","foil","","2022-02-27 02:36:07.086763"
"1","1","Outnumber","Battle for Zendikar","Near Mint","English","foil","","2022-02-27 02:36:07.078088"
"3","3","Keldon Champion","Premium Deck Series: Fire and Lightning","Near Mint","English","foil","","2022-02-27 02:36:07.066930"
"1","1","Satyr Nyx-Smith","Born of the Gods","Near Mint","English","foil","","2022-02-27 02:36:07.059587"
"2","2","Oreskos Swiftclaw","Journey into Nyx","Near Mint","English","foil","","2022-02-27 02:36:07.050140"
"1","1","Barrage of Boulders","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:07.034136"
"1","1","Claws of Valakut","Worldwake","Near Mint","English","foil","","2022-02-27 02:36:07.023434"
"3","3","Goblin Mountaineer","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:07.011479"
"2","2","Incurable Ogre","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:06.993576"
"2","2","Tuktuk Grunts","Zendikar","Near Mint","English","foil","","2022-02-27 02:36:06.960352"
"1","1","Slaughter Cry","Zendikar","Near Mint","English","foil","","2022-02-27 02:36:06.952527"
"1","1","Bladetusk Boar","Zendikar","Near Mint","English","foil","","2022-02-27 02:36:06.944361"
"5","5","Jackal Pup","Premium Deck Series: Fire and Lightning","Near Mint","English","foil","","2022-02-27 02:36:06.933238"
"3","3","Fireball","Premium Deck Series: Fire and Lightning","Near Mint","English","foil","","2022-02-27 02:36:06.885053"
"1","1","Sudden Impact","Premium Deck Series: Fire and Lightning","Near Mint","English","foil","","2022-02-27 02:36:06.849036"
"2","2","Boggart Ram-Gang","Premium Deck Series: Fire and Lightning","Near Mint","English","foil","","2022-02-27 02:36:06.806146"
"3","3","Cinder Pyromancer","Premium Deck Series: Fire and Lightning","Near Mint","English","foil","","2022-02-27 02:36:06.786885"
"1","1","Spire Barrage","Zendikar","Near Mint","English","foil","","2022-02-27 02:36:06.769102"
"2","2","Reckless Cohort","Battle for Zendikar","Near Mint","English","foil","","2022-02-27 02:36:06.759781"
"1","1","Viashino Slasher","Ravnica: City of Guilds","Near Mint","English","foil","","2022-02-27 02:36:06.726339"
"1","1","Burn Away","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:06.695949"
"2","2","Spitebellows","Modern Masters 2015 Edition","Near Mint","English","foil","","2022-02-27 02:36:06.667570"
"2","2","Flamespeaker's Will","Journey into Nyx","Near Mint","English","foil","","2022-02-27 02:36:06.603113"
"1","1","Berserkers of Blood Ridge","Magic 2010","Near Mint","English","foil","","2022-02-27 02:36:06.583611"
"1","1","Blinding Flare","Journey into Nyx","Near Mint","English","foil","","2022-02-27 02:36:06.572882"
"1","1","Dragon Grip","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:06.554899"
"1","1","Ainok Tracker","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:06.545998"
"1","1","Bloodfire Mentor","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:06.536719"
"2","2","Traitorous Instinct","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:06.525220"
"1","1","Cobblebrute","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:06.517347"
"3","3","Explosive Impact","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:06.506368"
"1","1","Bellows Lizard","Return to Ravnica","Near Mint","English","foil","","2022-02-27 02:36:06.480603"
"1","1","Viashino Slaughtermaster","Modern Masters 2015 Edition","Near Mint","English","foil","","2022-02-27 02:36:06.449978"
"1","1","Soul of Magma","Champions of Kamigawa","Near Mint","English","foil","","2022-02-27 02:36:06.402618"
"1","1","Mardu Runemark","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:06.394455"
"2","2","Dragonrage","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:06.386075"
"1","1","Smoldering Efreet","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:06.377441"
"1","1","Defiant Ogre","Fate Reforged","Near Mint","English","foil","","2022-02-27 02:36:06.359257"
"1","1","Structural Collapse","Gatecrash","Near Mint","English","foil","","2022-02-27 02:36:06.349365"
"1","1","Goblin Brawler","Fifth Dawn","Near Mint","English","foil","","2022-02-27 02:36:06.340540"
"1","1","Ogre Menial","New Phyrexia","Near Mint","English","foil","","2022-02-27 02:36:06.331945"
"1","1","Scrapyard Salvo","New Phyrexia","Near Mint","English","foil","","2022-02-27 02:36:06.322351"
