"","Name","Edition","Condition","Language","Foil","Count"
"2065","Kami of Ancient Law","Champions of Kamigawa","Near Mint","English","",1
"2066","Viashino Fangtail","Ravnica: City of Guilds","Near Mint","English","",1
"2067","Deny Reality","Alara Reborn","Near Mint","English","",1
"2068","Scourge Servant","Mirrodin Besieged","Near Mint","English","",1
"2069","Clone Shell","Scars of Mirrodin","Near Mint","English","",1
"2070","Rally the Forces","Mirrodin Besieged","Near Mint","English","",1
"2071","Angelsong","Shards of Alara","Near Mint","English","foil",1
"2072","Steward of Valeron","Shards of Alara","Near Mint","English","foil",1
"2073","Vithian Renegades","Alara Reborn","Near Mint","English","foil",1
"2074","Glassdust Hulk","Alara Reborn","Near Mint","English","",1
"2075","Dragon's Eye Sentry","Dragons of Tarkir","Near Mint","English","foil",1
"2076","Herald of Dromoka","Dragons of Tarkir","Near Mint","English","foil",1
"2077","Wandering Tombshell","Dragons of Tarkir","Near Mint","English","foil",2
"2078","Ambuscade Shaman","Dragons of Tarkir","Near Mint","English","foil",1
"2079","Silumgar Butcher","Dragons of Tarkir","Near Mint","English","foil",2
"2080","Marsh Hulk","Dragons of Tarkir","Near Mint","English","foil",2
"2081","Blightcaster","Magic Origins","Near Mint","English","foil",1
"2082","Dark Dabbling","Magic Origins","Near Mint","English","foil",1
"2083","Boggart Brute","Magic Origins","Near Mint","English","foil",1
"2084","Infectious Bloodlust","Magic Origins","Near Mint","English","foil",1
"2085","Screeching Skaab","Magic Origins","Near Mint","English","foil",1
"2086","Guardian Shield-Bearer","Dragons of Tarkir","Near Mint","English","foil",2
"2087","Sandsteppe Scavenger","Dragons of Tarkir","Near Mint","English","foil",2
"2088","Lurking Arynx","Dragons of Tarkir","Near Mint","English","foil",1
"2089","Survive the Night","Shadows over Innistrad","Near Mint","English","foil",2
"2090","Might Beyond Reason","Shadows over Innistrad","Near Mint","English","foil",2
"2091","Reckless Scholar","Shadows over Innistrad","Near Mint","English","foil",2
"2092","Grovetender Druids","Battle for Zendikar","Near Mint","English","foil",2
"2093","Incubator Drone","Battle for Zendikar","Near Mint","English","foil",2
"2094","Timberpack Wolf","Magic Origins","Near Mint","English","foil",1
"2095","Auramancer","Magic Origins","Near Mint","English","foil",1
"2096","Weave Fate","Khans of Tarkir","Near Mint","English","foil",2
"2097","Silburlind Snapper","Shadows over Innistrad","Near Mint","English","foil",2
"2098","Skitterskin","Battle for Zendikar","Near Mint","English","foil",1
"2099","Eyeless Watcher","Battle for Zendikar","Near Mint","English","foil",2
"2100","Smite the Monstrous","Battle for Zendikar","Near Mint","English","foil",2
"2101","Ruin Processor","Battle for Zendikar","Near Mint","English","foil",2
"2102","Hedron Blade","Battle for Zendikar","Near Mint","English","foil",2
"2103","Molten Nursery","Battle for Zendikar","Near Mint","English","foil",2
"2104","Glassdust Hulk","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2105","Agony Warp","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2106","Dragonsoul Knight","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2107","Brute Force","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2108","Deathmark","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2109","Cathodion","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2110","Sylvan Bounty","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2111","Dismember","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2112","Ancient Grudge","Innistrad","Near Mint","English","foil",1
"2113","Murderous Compulsion","Shadows over Innistrad","Near Mint","English","foil",2
"2114","Olivia's Bloodsworn","Shadows over Innistrad","Near Mint","English","foil",1
"2115","Topplegeist","Shadows over Innistrad","Near Mint","English","foil",2
"2116","Blistercoil Weird","Return to Ravnica","Near Mint","English","foil",1
"2117","Falkenrath Gorger","Shadows over Innistrad","Near Mint","English","foil",1
"2118","Tracker's Instincts","Dark Ascension","Near Mint","English","foil",1
"2119","Trusted Advisor","Saviors of Kamigawa","Near Mint","English","foil",2
"2120","Fiery Temper","Shadows over Innistrad","Near Mint","English","foil",1
"2121","Sift Through Sands","Champions of Kamigawa","Near Mint","English","foil",1
"2122","Icatian Crier","Time Spiral ""Timeshifted""","Near Mint","English","foil",1
"2123","Monstrify","Eventide","Near Mint","English","foil",1
"2124","Street Wraith","Modern Masters","Near Mint","English","foil",1
"2125","Sanctum Gargoyle","Shards of Alara","Near Mint","English","",1
"2126","Pathway Arrows","Battle for Zendikar","Near Mint","English","",1
"2127","Ruin Processor","Battle for Zendikar","Near Mint","English","",2
"2128","Eldrazi Devastator","Battle for Zendikar","Near Mint","English","",1
"2129","Zombie Token","Oath of the Gatewatch","Near Mint","English","",1
"2130","Dragon Token","Battle for Zendikar","Near Mint","English","",1
"2131","Containment Membrane","Oath of the Gatewatch","Near Mint","English","foil",2
"2132","Asylum Visitor","Shadows over Innistrad","Near Mint","English","foil",1
"2133","Stromkirk Captain","Dark Ascension","Near Mint","English","foil",1
"2134","Hammer of Ruin","Worldwake","Near Mint","English","foil",2
"2135","Thoughts of Ruin","Saviors of Kamigawa","Near Mint","English","foil",1
"2136","Thing in the Ice","Shadows over Innistrad","Near Mint","English","foil",1
"2137","Fortified Village","Shadows over Innistrad","Near Mint","English","foil",1
"2138","Port Town","Shadows over Innistrad","Near Mint","English","foil",1
"2139","Choked Estuary","Shadows over Innistrad","Near Mint","English","foil",1
"2140","Foreboding Ruins","Shadows over Innistrad","Near Mint","English","foil",1
"2141","Pieces of the Puzzle","Shadows over Innistrad","Near Mint","English","foil",2
"2142","Voracious Null","Battle for Zendikar","Near Mint","English","",2
"2143","Silent Skimmer","Battle for Zendikar","Near Mint","English","",1
"2144","Rising Miasma","Battle for Zendikar","Near Mint","English","",1
"2145","Mire's Malice","Battle for Zendikar","Near Mint","English","",1
"2146","Mind Raker","Battle for Zendikar","Near Mint","English","",1
"2147","Malakir Soothsayer","Oath of the Gatewatch","Near Mint","English","",1
"2148","Kalastria Nightwatch","Battle for Zendikar","Near Mint","English","",1
"2149","Kalastria Healer","Battle for Zendikar","Near Mint","English","",2
"2150","Dominator Drone","Battle for Zendikar","Near Mint","English","",2
"2151","Complete Disregard","Battle for Zendikar","Near Mint","English","",1
"2152","Skyline Cascade","Battle for Zendikar","Near Mint","English","",1
"2153","Sandstone Bridge","Battle for Zendikar","Near Mint","English","",1
"2154","Warping Wail","Oath of the Gatewatch","Near Mint","English","",2
"2155","Soldier Token (Red)","Theros","Near Mint","English","",1
"2156","Murmuring Bosk","From the Vault: Realms","Near Mint","English","foil",1
"2157","Mirror Entity","Modern Masters 2015 Edition","Near Mint","English","foil",1
"2158","Gnaw to the Bone","Innistrad","Near Mint","English","foil",1
"2159","Slitherhead","Return to Ravnica","Near Mint","English","foil",1
"2160","Clifftop Retreat","Innistrad","Near Mint","English","foil",1
"2161","Horobi's Whisper","Modern Masters","Near Mint","English","foil",1
"2162","Myr Token","Scars of Mirrodin","Near Mint","English","",1
"2163","Jori En, Ruin Diver","Magic Game Day Cards","Near Mint","English","foil",1
"2164","Curse of Stalked Prey","Innistrad","Near Mint","English","foil",1
"2165","Boros Guildgate","Gatecrash","Near Mint","English","foil",1
"2166","Darkblast","Ravnica: City of Guilds","Near Mint","English","foil",1
"2167","Tormenting Voice","Khans of Tarkir","Near Mint","English","foil",1
"2168","Battlefield Forge","Magic Origins","Near Mint","English","foil",1
"2169","Stoneshaker Shaman","Ravnica: City of Guilds","Near Mint","English","foil",1
"2170","Thrill of the Hunt","Time Spiral ""Timeshifted""","Near Mint","English","foil",1
"2171","Shared Discovery","Rise of the Eldrazi","Near Mint","English","foil",2
"2172","Rotting Rats","Conflux","Near Mint","English","foil",1
"2173","Precinct Captain","Return to Ravnica","Near Mint","English","foil",1
"2174","Spirit Bonds","Magic 2015 Core Set","Near Mint","English","foil",1
"2175","Shattering Spree","Guildpact","Near Mint","English","foil",1
"2176","Kytheon, Hero of Akros","Magic Origins","Near Mint","English","foil",1
"2177","Torch Fiend","Magic 2015 Core Set","Near Mint","English","foil",1
"2178","Rally the Ancestors","Fate Reforged","Near Mint","English","foil",1
"2179","Anafenza, Kin-Tree Spirit","Dragons of Tarkir","Near Mint","English","foil",1
"2180","Phyrexian Revoker","Magic 2015 Core Set","Near Mint","English","foil",1
"2181","Rolling Temblor","Innistrad","Near Mint","English","foil",1
"2182","Infiltration Lens","Scars of Mirrodin","Near Mint","English","foil",1
"2183","Dragon Hunter","Dragons of Tarkir","Near Mint","English","foil",1
"2184","Armageddon","From the Vault: Annihilation","Near Mint","English","foil",1
"2185","Sludge Crawler","Battle for Zendikar","Near Mint","English","foil",2
"2186","Deadly Allure","Dark Ascension","Near Mint","English","foil",1
"2187","Belligerent Whiptail","Battle for Zendikar","Near Mint","English","foil",2
"2188","Prickleboar","Magic Origins","Near Mint","English","foil",1
"2189","Swarm Surge","Battle for Zendikar","Near Mint","English","foil",2
"2190","Oran-Rief Invoker","Battle for Zendikar","Near Mint","English","",1
"2191","Infuse with the Elements","Battle for Zendikar","Near Mint","English","",1
"2192","Broodhunter Wurm","Battle for Zendikar","Near Mint","English","",1
"2193","Touch of the Void","Battle for Zendikar","Near Mint","English","",1
"2194","Sure Strike","Battle for Zendikar","Near Mint","English","",1
"2195","Hammer of Ruin","Worldwake","Near Mint","English","",2
"2196","Skyhunter Patrol","Tenth Edition","Near Mint","English","",1
"2197","Galvanic Arc","Ravnica: City of Guilds","Near Mint","English","",1
"2198","Kuldotha Flamefiend","Mirrodin Besieged","Near Mint","English","",1
"2199","Master's Call","Mirrodin Besieged","Near Mint","English","",1
"2200","View from Above","Conflux","Near Mint","English","",1
"2201","Matsu-Tribe Decoy","Champions of Kamigawa","Near Mint","English","",1
"2202","Banishment Decree","Mirrodin Besieged","Near Mint","English","",1
"2203","Blightsoil Druid","Morningtide","Near Mint","English","",1
"2204","Bladed Sentinel","Mirrodin Besieged","Near Mint","English","",1
"2205","Golden Urn","Scars of Mirrodin","Near Mint","English","",1
"2206","Glissa's Courier","Mirrodin Besieged","Near Mint","English","",2
"2207","Necromantic Thirst","Ravnica: City of Guilds","Near Mint","English","",1
"2208","Blistergrub","Scars of Mirrodin","Near Mint","English","",1
"2209","Gustrider Exuberant","Shards of Alara","Near Mint","English","foil",1
"2210","Elder Pine of Jukai","Saviors of Kamigawa","Near Mint","English","",2
"2211","Shepherd of the Lost","Zendikar","Near Mint","English","",1
"2212","Wing Puncture","Scars of Mirrodin","Near Mint","English","",1
"2213","Dragon's Herald","Shards of Alara","Near Mint","English","foil",1
"2214","Reins of the Vinesteed","Morningtide","Near Mint","English","",2
"2215","Knight of the Skyward Eye","Shards of Alara","Near Mint","English","foil",1
"2216","Changeling Sentinel","Morningtide","Near Mint","English","",1
"2217","Kjeldoran War Cry","Coldsnap","Near Mint","English","",1
"2218","Spell Snip","Shards of Alara","Near Mint","English","foil",1
"2219","Oxidda Daredevil","Scars of Mirrodin","Near Mint","English","",1
"2220","Grappler Spider","Worldwake","Near Mint","English","",2
"2221","Marble Chalice","Shards of Alara","Near Mint","English","foil",1
"2222","Resounding Thunder","Shards of Alara","Near Mint","English","foil",1
"2223","Scrapdiver Serpent","Scars of Mirrodin","Near Mint","English","",1
"2224","Bladed Pinions","Scars of Mirrodin","Near Mint","English","",1
"2225","Goblin Vandal","Weatherlight","Near Mint","English","",1
"2226","Vulshok Heartstoker","Scars of Mirrodin","Near Mint","English","",1
"2227","Tideforce Elemental","Worldwake","Near Mint","English","",1
"2228","Koth's Courier","Mirrodin Besieged","Near Mint","English","",1
"2229","Thoughtcutter Agent","Shards of Alara","Near Mint","English","foil",1
"2230","Teetering Peaks","Premium Deck Series: Fire and Lightning","Near Mint","English","foil",1
"2231","Squeaking Pie Grubfellows","Morningtide","Near Mint","English","",1
"2232","Kuldotha Ringleader","Mirrodin Besieged","Near Mint","English","",1
"2233","Unnatural Predation","Mirrodin Besieged","Near Mint","English","",1
"2234","Keening Banshee","Ravnica: City of Guilds","Near Mint","English","",1
"2235","Copper Carapace","Mirrodin Besieged","Near Mint","English","",1
"2236","Loxodon Partisan","Mirrodin Besieged","Near Mint","English","",1
"2237","Goblin Legionnaire","Apocalypse","Near Mint","English","",1
"2238","Goblin Fire Fiend","Ravnica: City of Guilds","Near Mint","English","",1
"2239","Naya Hushblade","Alara Reborn","Near Mint","English","foil",1
"2240","Zombie Musher","Coldsnap","Near Mint","English","",1
"2241","Aether Spellbomb","Archenemy","Near Mint","English","",1
"2242","Mulch","Innistrad","Near Mint","English","",1
"2243","Ogre Resister","Mirrodin Besieged","Near Mint","English","",1
"2244","Armillary Sphere","Commander","Near Mint","English","",1
"2245","Vedalken Entrancer","Ravnica: City of Guilds","Near Mint","English","",1
"2246","Psychic Miasma","Scars of Mirrodin","Near Mint","English","",1
"2247","Glacial Ray","Modern Masters","Near Mint","English","",2
"2248","Glacial Ray","Modern Masters","Near Mint","English","foil",2
"2249","Mothdust Changeling","Modern Masters","Near Mint","English","",1
"2250","Sporoloth Ancient","Modern Masters","Near Mint","English","foil",1
"2251","Court Homunculus","Modern Masters","Near Mint","English","",2
"2252","Hana Kami","Modern Masters","Near Mint","English","",1
"2253","Greater Mossdog","Modern Masters","Near Mint","English","",1
"2254","Deepcavern Imp","Modern Masters","Near Mint","English","",2
"2255","Saltfield Recluse","Modern Masters","Near Mint","English","",1
"2256","Traumatic Visions","Modern Masters","Near Mint","English","",1
"2257","Hammerheim Deadeye","Modern Masters","Near Mint","English","",1
"2258","Pyrite Spellbomb","Modern Masters","Near Mint","English","foil",1
"2259","Facevaulter","Modern Masters","Near Mint","English","",2
"2260","Torrent of Stone","Modern Masters","Near Mint","English","",2
"2261","Amrou Scout","Modern Masters","Near Mint","English","",2
"2262","Fiery Fall","Modern Masters","Near Mint","English","",1
"2263","War-Spike Changeling","Modern Masters","Near Mint","English","",2
"2264","Dampen Thought","Modern Masters","Near Mint","English","",2
"2265","Dampen Thought","Modern Masters","Near Mint","English","foil",2
"2266","Korozda Gorgon","Dragon's Maze","Near Mint","English","",1
"2267","Rot Farm Skeleton","Dragon's Maze","Near Mint","English","",1
"2268","Species Gorger","Dragon's Maze","Near Mint","English","",1
"2269","Assault Griffin","Gatecrash","Near Mint","English","",2
"2270","Purge the Profane","Gatecrash","Near Mint","English","",1
"2271","Naturalize","Gatecrash","Near Mint","English","",1
"2272","Zhur-Taa Swine","Gatecrash","Near Mint","English","",1
"2273","Zarichi Tiger","Gatecrash","Near Mint","English","",1
"2274","Mugging","Gatecrash","Near Mint","English","",1
"2275","Homing Lightning","Gatecrash","Near Mint","English","",1
"2276","Frilled Oculus","Gatecrash","Near Mint","English","",1
"2277","Rust Scarab","Gatecrash","Near Mint","English","",2
"2278","Court Street Denizen","Gatecrash","Near Mint","English","",1
"2279","Way of the Thief","Gatecrash","Near Mint","English","",1
"2280","Metropolis Sprite","Gatecrash","Near Mint","English","",1
"2281","Hydroform","Gatecrash","Near Mint","English","",2
"2282","Aerial Maneuver","Gatecrash","Near Mint","English","",1
"2283","Spell Rupture","Gatecrash","Near Mint","English","",2
"2284","Corpse Blockade","Gatecrash","Near Mint","English","",1
"2285","Millennial Gargoyle","Gatecrash","Near Mint","English","",1
"2286","Adaptive Snapjaw","Gatecrash","Near Mint","English","",1
"2287","Last Thoughts","Gatecrash","Near Mint","English","",1
"2288","Skinbrand Goblin","Gatecrash","Near Mint","English","",1
"2289","Spire Tracer","Gatecrash","Near Mint","English","",2
"2290","Warmind Infantry","Gatecrash","Near Mint","English","",1
"2291","Smite","Gatecrash","Near Mint","English","",1
"2292","Stormchaser Mage","Oath of the Gatewatch","Near Mint","English","foil",1
"2293","Prairie Stream","Battle for Zendikar","Near Mint","English","foil",1
"2294","Mesmeric Orb","Mirrodin","Near Mint","English","foil",1
"2295","Soldier Token","Magic 2013","Near Mint","English","",1
"2296","Centaur Token","Return to Ravnica","Near Mint","English","",1
"2297","Springleaf Drum","Born of the Gods","Near Mint","English","foil",1
"2298","Pain Seer","Born of the Gods","Near Mint","English","foil",1
"2299","Paradise Mantle","Modern Masters","Near Mint","English","foil",1
"2300","Raven's Crime","Modern Masters","Near Mint","English","foil",1
"2301","Codex Shredder","Return to Ravnica","Near Mint","English","foil",1
"2302","Shore Snapper","Shards of Alara","Near Mint","English","foil",1
"2303","Leonin Skyhunter","Mirrodin Besieged","Near Mint","English","",1
"2304","Grim Discovery","Zendikar","Near Mint","English","",1
"2305","Concussive Bolt","Mirrodin Besieged","Near Mint","English","",1
"2306","Mirran Spy","Mirrodin Besieged","Near Mint","English","foil",2
"2307","Mirran Spy","Mirrodin Besieged","Near Mint","English","",2
"2308","Psychotic Fury","Dissension","Near Mint","English","",1
"2309","Nemesis Trap","Worldwake","Near Mint","English","",1
"2310","Bull Aurochs","Coldsnap","Near Mint","English","",1
"2311","Divine Offering","Mirrodin Besieged","Near Mint","English","",1
"2312","Ghor-Clan Bloodscale","Guildpact","Near Mint","English","",1
"2313","Peace Strider","Mirrodin Besieged","Near Mint","English","",1
"2314","Metallurgeon","Archenemy","Near Mint","English","",1
"2315","Aether Tradewinds","Worldwake","Near Mint","English","",2
"2316","Rumbling Aftershocks","Worldwake","Near Mint","English","",1
"2317","Quilled Slagwurm","Mirrodin Besieged","Near Mint","English","",1
"2318","Caustic Crawler","Worldwake","Near Mint","English","",1
"2319","Quickchange","Ravnica: City of Guilds","Near Mint","English","",1
"2320","Overrule","Dissension","Near Mint","English","",1
"2321","Slavering Nulls","Worldwake","Near Mint","English","",1
"2322","Hostile Realm","Morningtide","Near Mint","English","",1
"2323","Conclave Equenaut","Ravnica: City of Guilds","Near Mint","English","",1
"2324","Winnower Patrol","Morningtide","Near Mint","English","",1
"2325","Shambling Remains","Conflux","Near Mint","English","",1
"2326","Virulent Wound","Mirrodin Besieged","Near Mint","English","",1
"2327","Induce Paranoia","Ravnica: City of Guilds","Near Mint","English","",1
"2328","Dross Hopper","Scars of Mirrodin","Near Mint","English","",1
"2329","Grixis Grimblade","Alara Reborn","Near Mint","English","foil",1
"2330","Enormous Baloth","Tenth Edition","Near Mint","English","",1
"2331","Glacial Ray","Champions of Kamigawa","Near Mint","English","",1
"2332","Lightning Talons","Shards of Alara","Near Mint","English","foil",1
"2333","Essence Drain","Darksteel","Near Mint","English","",1
"2334","Votary of the Conclave","Ravnica: City of Guilds","Near Mint","English","",1
"2335","Juvenile Gloomwidow","Shadowmoor","Near Mint","English","",1
"2336","Dross Ripper","Mirrodin Besieged","Near Mint","English","",1
"2337","About Face","Urza's Legacy","Near Mint","English","",1
"2338","Hexplate Golem","Mirrodin Besieged","Near Mint","English","",1
"2339","Reroute","Ravnica: City of Guilds","Near Mint","English","",1
"2340","Sparkmage Apprentice","Ravnica: City of Guilds","Near Mint","English","",1
"2341","Stasis Cell","Ravnica: City of Guilds","Near Mint","English","",1
"2342","Glint Hawk Idol","Scars of Mirrodin","Near Mint","English","",2
"2343","Prodigal Pyromancer","Tenth Edition","Near Mint","English","",1
"2344","Frozen Solid","Coldsnap","Near Mint","English","",1
"2345","Altar's Reap","Innistrad","Near Mint","English","",1
"2346","Sound the Call","Coldsnap","Near Mint","English","",1
"2347","Armored Transport","Gatecrash","Near Mint","English","",2
"2348","Frontline Medic","Gatecrash","Near Mint","English","foil",1
"2349","Mortus Strider","Gatecrash","Near Mint","English","",1
"2350","Totally Lost","Gatecrash","Near Mint","English","",2
"2351","Totally Lost","Gatecrash","Near Mint","English","foil",2
"2352","Gutter Skulk","Gatecrash","Near Mint","English","",1
"2353","Primal Visitation","Gatecrash","Near Mint","English","",2
"2354","Skygames","Gatecrash","Near Mint","English","",2
"2355","Sluiceway Scorpion","Return to Ravnica","Near Mint","English","",1
"2356","Batterhorn","Return to Ravnica","Near Mint","English","",1
"2357","Skull Rend","Return to Ravnica","Near Mint","English","",2
"2358","Frostburn Weird","Return to Ravnica","Near Mint","English","",1
"2359","Doorkeeper","Return to Ravnica","Near Mint","English","",1
"2360","Azorius Arrester","Return to Ravnica","Near Mint","English","",1
"2361","Swift Justice","Return to Ravnica","Near Mint","English","",2
"2362","Drainpipe Vermin","Return to Ravnica","Near Mint","English","",2
"2363","Tavern Swindler","Return to Ravnica","Near Mint","English","",1
"2364","Thoughtflare","Return to Ravnica","Near Mint","English","",1
"2365","Rites of Reaping","Return to Ravnica","Near Mint","English","foil",1
"2366","Launch Party","Return to Ravnica","Near Mint","English","",1
"2367","Stonefare Crocodile","Return to Ravnica","Near Mint","English","",1
"2368","Voidwielder","Return to Ravnica","Near Mint","English","",1
"2369","Downsize","Return to Ravnica","Near Mint","English","",1
"2370","Concordia Pegasus","Return to Ravnica","Near Mint","English","",1
"2371","Search Warrant","Return to Ravnica","Near Mint","English","",1
"2372","Cobblebrute","Return to Ravnica","Near Mint","English","",2
"2373","Pursuit of Flight","Return to Ravnica","Near Mint","English","",2
"2374","Spawn of Rix Maadi","Return to Ravnica","Near Mint","English","",2
"2375","Terrus Wurm","Return to Ravnica","Near Mint","English","",1
"2376","Slime Molding","Return to Ravnica","Near Mint","English","",1
"2377","Sunspire Griffin","Return to Ravnica","Near Mint","English","",1
"2378","Soul Tithe","Return to Ravnica","Near Mint","English","",1
"2379","Dreg Mangler","Return to Ravnica","Near Mint","English","foil",1
"2380","Security Blockade","Return to Ravnica","Near Mint","English","",1
"2381","Catacomb Slug","Return to Ravnica","Near Mint","English","",1
"2382","Archweaver","Return to Ravnica","Near Mint","English","",1
"2383","Lyev Skyknight","Return to Ravnica","Near Mint","English","",1
"2384","Izzet Keyrune","Return to Ravnica","Near Mint","English","foil",1
"2385","Civic Saber","Return to Ravnica","Near Mint","English","",1
"2386","Viashino Racketeer","Return to Ravnica","Near Mint","English","",2
"2387","Isperia's Skywatch","Return to Ravnica","Near Mint","English","",1
"2388","Hussar Patrol","Return to Ravnica","Near Mint","English","",2
"2389","Spread the Sickness","Mirrodin Besieged","Near Mint","English","",1
"2390","Pistus Strike","Mirrodin Besieged","Near Mint","English","",1
"2391","Cancel","Shards of Alara","Near Mint","English","foil",1
"2392","Lumengrid Drake","Scars of Mirrodin","Near Mint","English","",2
"2393","Instill Furor","Ravnica: City of Guilds","Near Mint","English","",1
"2394","Blazing Torch","Zendikar","Near Mint","English","",1
"2395","Smolder Initiate","Shadowmoor","Near Mint","English","",1
"2396","Wild Griffin","Tenth Edition","Near Mint","English","",1
"2397","Tine Shrike","Mirrodin Besieged","Near Mint","English","",1
"2398","Tower Gargoyle","Shards of Alara","Near Mint","English","foil",2
"2399","Shared Discovery","Rise of the Eldrazi","Near Mint","English","",2
"2400","Kjeldoran Javelineer","Coldsnap","Near Mint","English","",1
"2401","Boggart Arsonists","Shadowmoor","Near Mint","English","",1
"2402","Soul's Might","Shards of Alara","Near Mint","English","foil",1
"2403","Aggressive Urge","Tenth Edition","Near Mint","English","",1
"2404","Myr Sire","Mirrodin Besieged","Near Mint","English","",1
"2405","Memnite","Scars of Mirrodin","Good (Lightly Played)","English","foil",1
"2406","Illusory Demon","Alara Reborn","Near Mint","English","",1
"2407","Vertigo Spawn","Guildpact","Near Mint","English","",1
"2408","Ronom Hulk","Coldsnap","Near Mint","English","",1
"2409","Neurok Invisimancer","Scars of Mirrodin","Near Mint","English","",1
"2410","Skarrgan Skybreaker","Guildpact","Near Mint","English","",1
"2411","Viashino Slasher","Ravnica: City of Guilds","Near Mint","English","",2
"2412","Shatter","Mirrodin","Near Mint","English","",1
"2413","Pulling Teeth","Morningtide","Near Mint","English","",1
"2414","Tangle Mantis","Mirrodin Besieged","Near Mint","English","",1
"2415","Azorius Justiciar","Return to Ravnica","Near Mint","English","",1
"2416","Inaction Injunction","Return to Ravnica","Near Mint","English","",1
"2417","Seller of Songbirds","Return to Ravnica","Near Mint","English","",1
"2418","Keening Apparition","Return to Ravnica","Near Mint","English","",1
"2419","Deviant Glee","Return to Ravnica","Near Mint","English","",2
"2420","Auger Spree","Return to Ravnica","Near Mint","English","",1
"2421","Cremate","Return to Ravnica","Near Mint","English","",2
"2422","Minotaur Aggressor","Return to Ravnica","Near Mint","English","",1
"2423","Tower Drake","Return to Ravnica","Near Mint","English","",2
"2424","Inspiration","Return to Ravnica","Near Mint","English","",1
"2425","Rootborn Defenses","Return to Ravnica","Near Mint","English","",1
"2426","Dark Revenant","Return to Ravnica","Near Mint","English","",1
"2427","Chorus of Might","Return to Ravnica","Near Mint","English","",1
"2428","Paralyzing Grasp","Return to Ravnica","Near Mint","English","",1
"2429","Stab Wound","Return to Ravnica","Near Mint","English","",1
"2430","Sewer Shambler","Return to Ravnica","Near Mint","English","",2
"2431","Cancel","Return to Ravnica","Near Mint","English","",2
"2432","Slum Reaper","Return to Ravnica","Near Mint","English","",1
"2433","Trained Caracal","Return to Ravnica","Near Mint","English","",1
"2434","Knightly Valor","Return to Ravnica","Near Mint","English","",2
"2435","Chronic Flooding","Return to Ravnica","Near Mint","English","",1
"2436","Eyes in the Skies","Return to Ravnica","Near Mint","English","",2
"2437","Axebane Stag","Return to Ravnica","Near Mint","English","",2
"2438","Aquus Steed","Return to Ravnica","Near Mint","English","",1
"2439","Explosive Impact","Return to Ravnica","Near Mint","English","",2
"2440","Brushstrider","Return to Ravnica","Near Mint","English","",1
"2441","Bellows Lizard","Return to Ravnica","Near Mint","English","",2
"2442","Rubbleback Rhino","Return to Ravnica","Near Mint","English","",2
"2443","Daggerdrome Imp","Return to Ravnica","Near Mint","English","",1
"2444","Avenging Arrow","Return to Ravnica","Near Mint","English","",1
"2445","Fall of the Gavel","Return to Ravnica","Near Mint","English","",1
"2446","Annihilating Fire","Return to Ravnica","Near Mint","English","",1
"2447","Selesnya Guildgate","Return to Ravnica","Near Mint","English","",1
"2448","Aerial Predation","Return to Ravnica","Near Mint","English","",1
"2449","Trestle Troll","Return to Ravnica","Near Mint","English","",2
"2450","Gatecreeper Vine","Return to Ravnica","Near Mint","English","",1
"2451","Trostani's Judgment","Return to Ravnica","Near Mint","English","",1
"2452","Mind Rot","Return to Ravnica","Near Mint","English","",2
"2453","Crosstown Courier","Return to Ravnica","Near Mint","English","",1
"2454","Grisly Spectacle","Gatecrash","Near Mint","English","",1
"2455","Shadow Slice","Gatecrash","Near Mint","English","",1
"2456","Deathcult Rogue","Gatecrash","Near Mint","English","",1
"2457","Slate Street Ruffian","Gatecrash","Near Mint","English","",2
"2458","Shadow Alley Denizen","Gatecrash","Near Mint","English","",1
"2459","Leyline Phantom","Gatecrash","Near Mint","English","",1
"2460","Furious Resistance","Gatecrash","Near Mint","English","",1
"2461","Midnight Recovery","Gatecrash","Near Mint","English","",1
"2462","Basilica Guards","Gatecrash","Near Mint","English","",1
"2463","Ruination Wurm","Gatecrash","Near Mint","English","",1
"2464","Tin Street Market","Gatecrash","Near Mint","English","",1
"2465","Dinrova Horror","Gatecrash","Near Mint","English","",1
"2466","Scorchwalker","Gatecrash","Near Mint","English","",2
"2467","Shielded Passage","Gatecrash","Near Mint","English","",1
"2468","Miming Slime","Gatecrash","Near Mint","English","",1
"2469","Ember Beast","Gatecrash","Near Mint","English","",1
"2470","Skyknight Legionnaire","Gatecrash","Near Mint","English","",1
"2471","Destroy the Evidence","Return to Ravnica","Near Mint","English","foil",2
"2472","Destroy the Evidence","Return to Ravnica","Near Mint","English","",2
"2473","Urban Burgeoning","Return to Ravnica","Near Mint","English","",1
"2474","Faerie Impostor","Return to Ravnica","Near Mint","English","",2
"2475","Perilous Shadow","Return to Ravnica","Near Mint","English","",2
"2476","Dead Reveler","Return to Ravnica","Near Mint","English","",1
"2477","Ogre Jailbreaker","Return to Ravnica","Near Mint","English","",2
"2478","Coordinated Barrage","Morningtide","Near Mint","English","",1
"2479","Rapacious One","Commander","Near Mint","English","",1
